seq	length	PV04.asn	PV13.asn	PV21.asn	PV23.asn	b.status.asn	A.lo	B.lo	A.st	B.st	AB.ratio.st	AB.ratio.lo	b.status.kmer	b.status.old.final	norm_cov_PV04	norm_cov_PV13	norm_cov_PV21	norm_cov_PV23	fraction_of_B_windows	cov.b.status	b.status.final	assignment_changes
scaffold_710	78099	Y	Y	Y	Y	A	67284	10430	69543	8171	-3.0891649405421	-2.68940744445321	A	A	1.97773820918492	2.03251720090678	1.92694204253125	1.93456149497385	0	A	A	A -> A
scaffold_711	77714	Y	Y	Y	Y	A	75842	1436	77273	5	-13.652732958169	-5.72188406483253	A	A	2.02860715425183	2.07341290802179	1.95490063356732	2.05180721419378	0	A	A	A -> A
scaffold_712	76841	Y	Y	Y	Y	A	74681	1870	76533	18	-11.9758856692609	-5.31887910007318	A	A	3.2029226019556	2.64744343981306	2.63552518750121	2.69421585558579	0	A	A	A -> A
scaffold_713	76786	Y	Y	Y	Y	A	56423	611	56999	35	-10.6287492973845	-6.52663348168153	A	A	0.293280220708294	0.631821120261452	0.637574242060242	0.262984897114648	0	A	A	A -> A
scaffold_714	76052	Y	Y	Y	Y	A	71018	4103	72721	2400	-4.92068456838687	-4.11310241023203	A	A	1.81392259257174	2.06317959210178	2.42808274427764	2.43746924844002	0	A	A	A -> A
scaffold_715	75929	Y	Y	Y	Y	A	67770	7738	73313	2195	-5.06113876144053	-3.13044899467037	A	A	1.92242319313852	1.95227335945655	1.90140689471349	1.92986322683654	0	A	A	A -> A
scaffold_716	74982	Y	Y	Y	Y	A	53560	5069	57919	710	-6.34806823235115	-3.4011252441233	A	A	0.76900230842858	1.05683301721205	0.833247992592891	0.942735707652455	0	A	A	A -> A
scaffold_717	74891	Y	Y	Y	Y	A	63692	10851	68368	6175	-3.4685976661637	-2.55317387312106	A	A	1.87828880693655	1.86819196396121	1.70317993627502	1.65845321689829	0	A	A	A -> A
scaffold_718	73810	Y	Y	Y	Y	A	68578	3463	69204	2837	-4.60792978055631	-4.3072560322698	A	A	1.67025294183886	1.76099753144333	1.80005585142294	1.77269505857052	0	A	A	A -> A
scaffold_719	72670	Y	Y	Y	Y	A	71302	1020	71881	441	-7.34544037021262	-6.12590800651994	A	A	2.07486229191299	1.99513436527467	2.1031541586952	2.04360693396764	0	A	A	A -> A
scaffold_720	72529	Y	Y	Y	Y	A	62697	9588	64948	7337	-3.14584850340829	-2.70896714823982	A	A	2.09357276241953	2.1173436701923	2.00631945260345	2.031517701494	0	A	A	A -> A
scaffold_721	72026	Y	Y	Y	Y	A	71138	551	71462	227	-8.29201884457903	-7.00982861736811	A	A	2.48824930090273	2.31891847753924	2.60475911991485	2.50438138451262	0	A	A	A -> A
scaffold_722	72024	Y	Y	Y	Y	A	71068	335	71349	54	-10.3412660957258	-7.72461535629243	A	A	2.61245073475593	2.32018692023567	2.22972207560371	2.50105532836964	0	A	A	A -> A
scaffold_723	71945	Y	Y	Y	Y	A	59835	11585	62057	9363	-2.72842036299894	-2.36863116504561	A	A	1.7591724846574	1.83584825015483	1.78351962164826	1.84635543101061	0	A	A	A -> A
scaffold_724	71657	Y	Y	Y	Y	A	59864	8758	64712	3910	-4.04844611881766	-2.77287470524687	A	A	2.3840397030948	2.87460662526883	2.8258641188364	2.89702137538898	0	A	A	A -> A
scaffold_725	71647	Y	Y	Y	Y	A	63512	5366	68434	444	-7.26478521114555	-3.5648641233224	A	A	1.48532013024792	1.51898423787311	1.47029835356669	1.47883600254159	0	A	A	A -> A
scaffold_726	71468	Y	Y	Y	Y	A	62423	3327	65389	361	-7.49693651575078	-4.22937346652306	A	A	1.81101031285776	1.71098018273328	1.73696303284625	1.81394980367878	0	A	A	A -> A
scaffold_727	70565	Y	Y	Y	Y	A	60916	9235	63717	6434	-3.30768893026372	-2.72150481646176	A	A	2.60464547791979	2.64600950593006	2.33446848208634	2.33421935841249	0	A	A	A -> A
scaffold_728	70424	Y	Y	Y	Y	A	50719	5689	55372	1036	-5.73869488709572	-3.15605418783283	A	A	1.09917070172475	1.0477433592724	1.05208737021339	1.09267664836508	0	A	A	A -> A
scaffold_729	70199	Y	Y	Y	Y	A	68452	727	68973	206	-8.38027805727493	-6.55503150932597	A	A	2.52004931216335	1.96172840642891	2.44605120795142	2.29632610501963	0	A	A	A -> A
scaffold_730	69816	Y	Y	Y	Y	A	65709	2087	67679	117	-9.16379889864547	-4.97591932510371	A	A	3.51859156364533	3.59561555313933	3.60201971972331	3.54864041447401	0	A	A	A -> A
scaffold_731	69571	Y	Y	Y	Y	A	60617	8410	69022	5	-13.4898270589341	-2.84939701276408	A	A	1.98505473469158	1.90777907573882	1.83552751725332	1.93733594319137	0	A	A	A -> A
scaffold_732	69353	Y	Y	Y	Y	A	68589	388	68977	0	-16.0738486783698	-7.46208429023193	A	A	1.86458586362308	1.94993685651066	1.86069284823719	1.90490093168208	0	A	A	A -> A
scaffold_733	69198	Y	Y	Y	Y	A	48401	20391	52274	16518	-1.66199480290906	-1.24706338329298	A	B3	1.92567637493599	1.94436117771296	1.85849686898852	1.83785240647686	0	A	A	B3 -> A
scaffold_734	68946	Y	Y	Y	Y	A	64597	3974	66259	2312	-4.84030103233219	-4.022462733237	A	A	1.96746751174993	2.04301455505543	2.03783266918697	1.98432455958646	0	A	A	A -> A
scaffold_735	68653	Y	Y	Y	Y	A	52452	9677	61195	934	-6.03232718081722	-2.43824444442085	A	A	1.30073033210807	1.68355039066443	1.26465658326572	1.22574682359951	0	A	A	A -> A
scaffold_736	68617	Y	Y	Y	Y	A	42309	14985	49262	8032	-2.61649370559517	-1.49738332910971	A	A	2.0752936476657	2.40385969338059	2.01026744301689	2.06078905535397	0	A	A	A -> A
scaffold_737	67164	Y	Y	Y	Y	A	55342	11348	60203	6487	-3.21401361926818	-2.28583566859006	A	A	1.98203581415675	1.82051381811601	1.86071489320341	1.89728594935913	0	A	A	A -> A
scaffold_738	66263	Y	Y	Y	Y	A	65508	189	65697	0	-16.0035618317713	-8.42954989715716	A	A	2.10721484472399	2.13256242108794	2.16224093093888	2.15435944820588	0	A	A	A -> A
scaffold_739	65653	Y	Y	Y	Y	A	60838	3792	62891	1739	-5.17571730362298	-4.0035851631865	A	A	1.29558074003769	1.37023961019262	1.59206992462876	1.56534552301508	0	A	A	A -> A
scaffold_740	65332	Y	Y	Y	Y	A	61840	3134	64512	462	-7.12243390327073	-4.30202630041415	A	A	2.00760253203246	2.00290483588716	1.89014392106299	1.75254030578164	0	A	A	A -> A
scaffold_741	65284	Y	Y	Y	Y	A	52779	12014	64184	609	-6.71728312678176	-2.1351547021964	A	A	2.07467002340602	1.89160282281373	1.86801177702218	1.84369479556759	0	A	A	A -> A
scaffold_742	64891	Y	Y	Y	Y	A	59767	3424	63121	70	-9.79610817744256	-4.12519737388159	A	A	1.50378223019403	1.54143108719921	1.55673434888814	1.52055216651577	0	A	A	A -> A
scaffold_743	64755	Y	Y	Y	Y	A	57886	6438	64257	67	-9.88412561660323	-3.1683308355898	A	A	1.89387743611605	2.19878797176411	1.92996664947326	2.04463462375452	0	A	A	A -> A
scaffold_744	64720	Y	Y	Y	Y	A	50959	13312	58758	5513	-3.41363867089231	-1.93652956754405	A	B3	2.02829259399272	2.04071505484504	1.94676240862299	1.94730165971144	0	A	A	B3 -> A
scaffold_745	63795	Y	Y	Y	Y	A	63338	203	63516	25	-11.2544154349199	-8.27838112776645	A	A	2.10443320169124	2.15279464457921	2.22110800505331	2.17628644510803	0	A	A	A -> A
scaffold_746	63285	Y	Y	Y	Y	A	23098	8840	23994	7944	-1.59461468836767	-1.38554892966299	A	A	0.635830511473775	0.628057364001274	0.393261655461728	0.495812201939705	0.1429	Bc	Bc	A -> Bc
scaffold_747	62436	Y	Y	Y	Y	A	60702	719	61406	15	-11.9061155024032	-6.39762710082383	A	A	2.35934967196721	3.33643219416598	3.70734154992646	3.50827295515218	0	A	A	A -> A
scaffold_748	62175	Y	Y	Y	Y	A	61310	311	61621	0	-15.9111578867118	-7.6184560962958	A	A	2.12997230421925	1.99210959067983	2.1148282208635	1.99492613806956	0	A	A	A -> A
scaffold_749	61339	Y	Y	Y	Y	A	60569	417	60981	5	-13.3111333453905	-7.17895665885911	A	A	1.77131569704623	1.98457197077054	2.13575340300378	1.91452078770543	0	A	A	A -> A
scaffold_750	61191	Y	Y	Y	Y	A	59969	647	60427	189	-8.31307396482268	-6.53210334946852	A	A	2.70039385384242	2.64123047629755	2.72909918005251	2.71777504171971	0	A	A	A -> A
scaffold_751	61138	Y	Y	Y	Y	A	60842	237	61007	72	-9.7068862568461	-7.99798590635878	A	A	2.00715934591843	1.32492140120533	2.24459992269231	2.22517985444068	0	A	A	A -> A
scaffold_752	60938	Y	Y	Y	Y	A	5250	25	5273	2	-10.7797193551434	-7.65793676218715	A	A	19.8534973631365	20.9210509081489	24.5359802657471	18.4391478704908	0	A	A	A -> A
scaffold_753	60887	Y	Y	Y	Y	A	60567	36	60603	0	-15.8871253975004	-10.676814787244	A	A	2.27419305541033	2.36553884359563	2.61749653856454	2.50139112260359	0	A	A	A -> A
scaffold_754	59894	Y	Y	Y	Y	A	59025	274	59250	49	-10.2106956928635	-7.7457751494858	A	A	1.88675343605528	2.08492888159619	1.96863377073386	1.99687841118298	0	A	A	A -> A
scaffold_755	59841	Y	Y	Y	Y	A	46772	869	47512	129	-8.51366686879661	-5.74851675437412	A	A	1.61547960888088	1.62692778252148	1.64308690317742	1.61587730874295	0	A	A	A -> A
scaffold_756	59702	Y	Y	Y	Y	A	47960	7122	52916	2166	-4.60996021532094	-2.75130484425266	A	A	1.86735012417969	1.73766973548225	1.67652410671333	1.75704828470106	0	A	A	A -> A
scaffold_757	59257	Y	Y	Y	Y	A	57588	938	57997	529	-6.77386698137649	-5.93852430257414	A	A	2.96975583206651	2.34649153838475	2.82116964745506	2.55723075753379	0.1667	Bc	Bc	A -> Bc
scaffold_758	58024	Y	Y	Y	Y	A	44130	3185	46266	1049	-5.46152232309739	-3.79197426690149	A	A	0.597114151480459	1.08172728538563	0.703302978917914	0.683050663364777	0	A	A	A -> A
scaffold_759	57945	Y	Y	Y	Y	A	29716	28035	57627	124	-8.84869804624218	-0.0840079504369141	A	A	3.12040300533628	3.2295076035487	1.71380748882533	2.02385777980525	0	A	A	A -> A
scaffold_760	57370	Y	Y	Y	Y	A	54674	1930	56510	94	-9.21638849008823	-4.82346124587217	A	A	1.76523719260052	1.79659525911769	1.77541122838643	1.77695791720295	0	A	A	A -> A
scaffold_761	56113	Y	Y	Y	Y	A	43630	1338	44953	15	-11.4561618717834	-5.02612567414418	A	A	2.31128846598978	2.11128955190899	2.06517285299356	2.16430103672809	0	A	A	A -> A
scaffold_762	55864	Y	Y	Y	Y	A	54979	655	55356	278	-7.63235682784812	-6.38906728178223	A	A	2.45614298494204	2.29012858398666	2.55085168305384	2.39650912092627	0	A	A	A -> A
scaffold_763	55660	Y	Y	Y	Y	A	55129	158	55286	1	-14.7546526694062	-8.43766702569412	A	A	8.91452433233865	7.96373538080418	7.76460510325938	7.90813579019968	0.1667	Bc	Bc	A -> Bc
scaffold_764	55479	Y	Y	Y	Y	A	47845	2494	49246	1093	-5.49235119874828	-4.26128659752871	A	A	1.03164455204599	0.90181050104173	1.18610302030233	1.12782547776927	0	A	A	A -> A
scaffold_765	54856	Y	Y	Y	Y	A	46461	280	46681	60	-9.57984141383455	-7.36933731696166	A	A	1.713697927419	1.58770322140023	1.65559516690837	1.78179887800931	0	A	A	A -> A
scaffold_766	54803	Y	Y	Y	Y	A	49952	4675	54582	45	-10.2126021139304	-3.41722448878434	A	A	1.86759817077367	2.26585589715607	1.57793860025988	1.74801044874197	0	A	A	A -> A
scaffold_767	53626	Y	Y	Y	Y	A	53054	275	53317	12	-12.0018953262276	-7.58667664253127	A	A	2.04076440891091	1.9746053006932	1.98156172385958	2.02193095358347	0	A	A	A -> A
scaffold_768	53477	Y	Y	Y	NA	A	13842	3442	13987	3297	-2.08452639726025	-2.00741854597918	A	B2	87.4697348747881	29.7614070999192	0.0613734364670337	0.0327658211005936	1	B	Bc	B2 -> Bc
scaffold_769	53292	Y	Y	Y	Y	A	48713	4428	53054	87	-9.23576948067214	-3.45928354816403	A	A	2.00377700204568	2.0206000586044	1.94214014703157	2.04002997767966	0	A	A	A -> A
scaffold_770	53070	Y	Y	Y	Y	A	48726	4074	52779	21	-11.2282721115763	-3.57984943766849	A	A	2.08581379927306	1.87408034875753	1.99877308072474	1.94932468759673	0	A	A	A -> A
scaffold_771	52712	Y	Y	Y	Y	A	46424	6147	46961	5610	-3.06516403278968	-2.91671284001937	A	A	1.94230867881563	1.9116049301351	1.99013905279962	1.9217609714506	0	A	A	A -> A
scaffold_772	52531	Y	Y	Y	Y	A	39183	1092	40148	127	-8.29307643421589	-5.16389937289207	A	B3	0.11404950922433	0.64800016541042	0.156265910056705	0.175907069193047	0	A	A	B3 -> A
scaffold_773	52133	Y	Y	Y	Y	A	49532	2450	50337	1645	-4.9346116564491	-4.3369476121123	A	A	2.28529299526428	2.23369293946269	2.17771332408614	2.22162683219559	0	A	A	A -> A
scaffold_774	52062	Y	Y	Y	Y	A	46582	5203	47077	4708	-3.32156040436437	-3.16211068663017	A	A	1.98462204955927	1.96474270441514	1.88358178594789	1.9383393886074	0	A	A	A -> A
scaffold_775	52027	Y	Y	Y	Y	A	45727	1494	47123	98	-8.89481776330794	-4.93486043201035	A	A	0.163177123410218	0.705843736905681	0.341052578663997	0.421023477084997	0	A	A	A -> A
scaffold_776	51951	Y	Y	Y	Y	A	51793	18	51810	1	-14.6609708087487	-11.4125698468052	A	A	2.15591245487929	2.17973942043678	2.17828674371883	2.09225087842204	0	A	A	A -> A
scaffold_777	51939	Y	Y	Y	Y	A	50574	1169	51743	0	-15.6591039634737	-5.43384397986224	A	A	1.96264349479821	1.97193288859899	2.00062602693845	1.98079364820758	0	A	A	A -> A
scaffold_778	51823	Y	Y	Y	Y	A	48797	2847	51361	283	-7.4986666411246	-4.09880096831363	A	A	1.71340702788256	1.88388446986768	1.65058578234955	1.78990968680928	0	A	A	A -> A
scaffold_779	51583	Y	Y	Y	Y	A	44034	7035	47464	3605	-3.71839278127127	-2.64582327796615	A	A	1.66997072236924	1.91826173032868	1.92833540547666	1.9237279851415	0	A	A	A -> A
scaffold_780	51383	Y	Y	Y	Y	A	24931	695	25447	179	-7.14341156020984	-5.16276750156216	A	A	3.47661261565603	3.28561404256928	3.23455785605355	3.2272237518804	0	A	A	A -> A
scaffold_781	50412	Y	Y	Y	Y	A	49944	109	50029	24	-10.9666496421053	-8.82669292289607	A	A	1.9224755863346	2.06376119387555	2.29051916980995	2.08283234765419	0	A	A	A -> A
scaffold_782	49811	Y	Y	Y	Y	A	42441	1960	43908	493	-6.47386182632654	-4.43583120152177	A	A	0.647026631383369	1.0149879285931	0.87315922653232	0.889161439580313	0	A	A	A -> A
scaffold_783	49515	Y	Y	Y	Y	A	49180	200	49380	0	-15.5916684319158	-7.93476175800101	A	A	2.10410600003754	2.04543501163527	2.03823569125123	2.11266915394516	0	A	A	A -> A
scaffold_784	49416	Y	Y	Y	Y	A	44812	2483	47002	293	-7.32079287548204	-4.17318023206951	A	A	0.28490062496481	0.86713466185038	0.385316248818528	0.437661089297643	0	A	A	A -> A
scaffold_785	49153	Y	Y	Y	Y	A	43387	5471	44748	4110	-3.44429416600686	-2.98715595032079	A	A	1.61837546684684	1.66617515218889	1.50059604077417	1.52823538995422	0	A	A	A -> A
scaffold_786	48770	Y	Y	Y	Y	A	16661	31460	22392	25729	0.200403637447884	0.917002945109275	B	B1	10.0089236717152	4.35704381857709	0.669633484900826	0.724408022287753	1	B	B	B1 -> B
scaffold_787	48549	Y	Y	Y	Y	A	45396	2751	47726	421	-6.82141884587587	-4.04404458694223	A	A	2.03683163485539	2.334038459861	2.29755253277874	2.15103146027143	0	A	A	A -> A
scaffold_788	47716	Y	Y	Y	Y	A	45577	1066	46590	53	-9.7528761732661	-5.41670553807621	A	A	1.9104783889796	1.93177130329519	1.88328823718179	1.9216898287688	0	A	A	A -> A
scaffold_789	47675	Y	Y	Y	Y	A	42228	4281	45070	1439	-4.96805874301425	-3.30187738309874	A	A	1.62308803933712	1.52688846524007	1.69910023971395	1.63389498036788	0	A	A	A -> A
scaffold_790	47618	Y	Y	Y	Y	A	46461	942	47219	184	-7.99572896059969	-5.62264967650749	A	A	1.9065401722876	1.9926941577492	1.93318240881839	1.95076752635266	0	A	A	A -> A
scaffold_791	47560	Y	Y	Y	Y	A	17520	284	17759	45	-8.59278200518045	-5.94197938869383	A	A	0.0637426571326689	0.223784403025072	0.252916987425101	0.367339969696477	0	A	A	A -> A
scaffold_792	47069	Y	Y	Y	Y	A	36401	10386	43827	2960	-3.88769645033656	-1.809238685685	A	A	1.84876414616294	1.57038546119946	1.45480243326325	1.47585851838577	0	A	A	A -> A
scaffold_793	47033	Y	Y	Y	Y	A	44447	981	44955	473	-6.56748280684868	-5.5002516696667	A	A	0.273553290918304	1.23013907074881	0.233751795224309	0.216047833949722	0	A	A	A -> A
scaffold_794	46972	Y	Y	Y	Y	A	46575	264	46839	0	-15.5154534553886	-7.4574505746722	A	A	2.06156447647467	2.07902831716543	2.05994216703521	2.04785806220369	0	A	A	A -> A
scaffold_795	46884	Y	Y	Y	Y	A	46193	147	46340	0	-15.5000015562398	-8.28596449040203	A	A	1.38254490175103	2.1868915473014	2.04226470944108	1.76634940289024	0	A	A	A -> A
scaffold_796	46631	Y	Y	Y	Y	A	11950	219	12054	115	-6.69936303536232	-5.76348400679822	A	A	83.7859125799973	100.028444906215	85.306613264406	83.9825907883804	0	A	A	A -> A
scaffold_797	46578	Y	Y	Y	Y	A	42554	619	43093	80	-9.05534939278154	-6.10091662560864	A	A	1.43983634555111	1.59781154261047	1.54472936171556	1.7065550106714	0	A	A	A -> A
scaffold_798	46531	Y	Y	Y	Y	A	23110	18426	24954	16582	-0.589623878091019	-0.326758473035327	A	B2	0.959124673911004	0.783372376007606	0.382286769437961	0.362857654898255	0	A	A	B2 -> A
scaffold_799	46329	Y	Y	Y	Y	A	42988	1929	44007	910	-5.59417094384328	-4.47729479847306	A	A	1.85872792447873	1.87372736550631	2.05217241869102	1.98512976751006	0	A	A	A -> A
scaffold_800	46173	Y	Y	Y	Y	A	43841	1040	44880	1	-14.4538172007495	-5.39627163942683	A	A	1.87846630257305	1.96957094410905	1.88648886566374	1.85121491063719	0	A	A	A -> A
scaffold_801	46037	Y	Y	Y	Y	A	45453	263	45572	144	-8.29598263360157	-7.42772551888406	A	A	1.87676744928026	1.25337626250634	2.06967381716857	2.08023004610698	0	A	A	A -> A
scaffold_802	45721	Y	Y	Y	Y	A	39380	395	39772	3	-13.2795017654766	-6.63585550546613	A	A	0.4597075990466	1.96341922721673	0.866055837394326	0.948854820052461	0	A	A	A -> A
scaffold_803	45652	Y	Y	Y	Y	A	45247	349	45572	24	-10.8320355338418	-7.01435529297707	A	A	2.39434078411501	2.20675165273116	2.36298830539593	2.41888398312126	0	A	A	A -> A
scaffold_804	45531	Y	Y	Y	Y	A	45375	33	45407	1	-14.4706588740606	-10.3821789759892	A	A	1.9138299269936	2.12611833758651	2.09539878968125	2.097521302074	0	A	A	A -> A
scaffold_805	45340	Y	Y	Y	Y	A	35153	9030	42338	1845	-4.51951273680236	-1.960731204914	A	A	2.770024961057	2.622803183246	2.88162058558946	3.0273246550123	0	A	A	A -> A
scaffold_806	44851	Y	Y	Y	Y	A	39702	4956	44651	7	-12.4464371758469	-3.00170885910482	A	A	2.10995139162584	2.05597411068477	1.96840826074986	2.00689682138842	0	A	A	A -> A
scaffold_807	44731	Y	Y	Y	Y	A	38975	1153	39776	352	-6.81612247781615	-5.07787090926085	A	A	0.474690989621457	0.997313954468845	0.459445554068912	0.560667329216833	0	A	A	A -> A
scaffold_808	44585	Y	Y	Y	Y	A	42993	627	43616	4	-13.090674828736	-6.09722697014185	A	A	1.70452902426665	0.937077294803044	1.76177798664827	1.9256990175793	0	A	A	A -> A
scaffold_809	44321	Y	Y	Y	Y	A	41586	1617	43017	186	-7.84575837196452	-4.68384910282679	A	A	2.22176904453578	1.81531668180237	1.8774046361065	1.98954104824125	0	A	A	A -> A
scaffold_810	44307	Y	Y	Y	Y	A	40515	2588	41070	2033	-4.33572849029105	-3.96802487868922	A	A	1.90065762062947	1.6931228356515	1.60586816959894	1.61237361312501	0	A	A	A -> A
scaffold_811	44050	Y	Y	Y	Y	A	34827	991	35360	458	-6.26752111048719	-5.13376369761615	A	A	1.67175571946024	1.51955897446832	1.58597769800951	1.53808110265726	0	A	A	A -> A
scaffold_812	43459	Y	Y	Y	Y	A	42246	775	42788	233	-7.51458762282791	-5.76664843523549	A	A	6.2138779723364	5.54936502752049	6.30294443090294	6.10571433226348	0	A	A	A -> A
scaffold_813	43344	Y	Y	Y	Y	A	42875	144	42976	43	-9.93184554018367	-8.20797360929149	A	A	3.11165625058649	3.63934764973439	3.66966680286114	3.79753270662605	0	A	A	A -> A
scaffold_814	43109	Y	Y	Y	Y	A	35762	7150	40076	2836	-3.82033646261086	-2.32225085448286	A	B3	2.14563556856784	2.19392058555288	1.91222856822203	1.88804183841379	0	A	A	B3 -> A
scaffold_815	43036	Y	Y	Y	Y	A	20642	2435	21185	1892	-3.48436491077705	-3.08306661121301	A	A	1.30863164611602	1.30859982341145	1.35817403548889	1.3225148666482	0	A	A	A -> A
scaffold_816	42994	Y	Y	NA	Y	A	6573	4852	6689	4736	-0.49803253894743	-0.437894596316112	A	B2	0.268829082446559	0.269423334693446	0.0805109221534626	0.0658101305006599	0	A	A	B2 -> A
scaffold_817	42457	Y	Y	Y	Y	A	38205	1245	38792	658	-5.87937407343896	-4.93842324830774	A	A	0.939788675562562	1.00365175808338	1.73114159607058	1.5565538702162	0	A	A	A -> A
scaffold_818	42357	Y	Y	Y	Y	A	41388	626	42012	2	-13.7735856860903	-6.04463813876888	A	A	2.59805341290843	2.8694475647354	2.9088915114605	2.68626272829469	0	A	A	A -> A
scaffold_819	42129	Y	Y	Y	Y	A	35441	746	35776	411	-6.4402442708746	-5.56820796455463	A	A	7.06555974701124	5.63425546411677	7.88659408027525	7.88147151305823	0	A	A	A -> A
scaffold_820	42031	Y	Y	Y	Y	A	35803	5948	36363	5388	-2.75442141128804	-2.58940169006098	A	A	1.7714629431526	1.90175706572254	1.80769574740076	1.73498036787826	0	A	A	A -> A
scaffold_821	41969	Y	Y	Y	Y	A	28766	9221	29934	8053	-1.89405589284441	-1.64126320493163	A	A	1.20323555355367	1.23948915317942	0.969514066316769	0.924142784991608	0	A	A	A -> A
scaffold_822	41400	Y	Y	Y	Y	A	41077	42	41118	1	-14.3275175586585	-9.89981356647614	A	A	2.02540810389805	1.97176948119604	1.95946010875684	2.00199481907493	0	A	A	A -> A
scaffold_823	41255	Y	Y	Y	Y	A	37805	2869	40667	7	-12.3116064222052	-3.71949257347297	A	A	1.58476662350093	1.77110131355904	1.61755961722924	1.79257987259486	0	A	A	A -> A
scaffold_824	40731	Y	Y	Y	Y	A	40486	219	40705	0	-15.3129538406813	-7.52381141238642	A	A	3.75753917759886	3.40592783130463	5.88121059931996	6.5869675296111	0	A	A	A -> A
scaffold_825	40635	Y	Y	Y	Y	A	40154	401	40407	148	-8.08318480596904	-6.64224032807037	A	A	0.984895370005442	1.88398268230441	1.03029023450583	0.962851138011372	0	A	A	A -> A
scaffold_826	40607	Y	Y	Y	Y	A	24306	5094	25081	4319	-2.53754917350302	-2.25421779364406	A	A	0.484013662894356	0.656761683968532	0.409581543954281	0.405681421984718	0	A	A	A -> A
scaffold_827	40584	Y	Y	Y	Y	A	39231	1107	40081	257	-7.2794396216337	-5.14600109764159	A	A	1.53614210911548	1.77869055038056	1.72901485805672	1.79579334951694	0	A	A	A -> A
scaffold_828	40580	Y	Y	Y	Y	A	27238	9880	34484	2634	-3.71009409980212	-1.46294477870621	A	A	1.27672503425107	0.497295055036117	1.03951054162728	0.743699962527901	0	A	A	A -> A
scaffold_829	40557	Y	Y	Y	Y	A	25982	14454	26853	13583	-0.98322863483477	-0.845999405313883	A	B3	1.68120301034101	1.93005232719861	1.4275637732064	1.41038140080484	0	A	A	B3 -> A
scaffold_830	40253	Y	Y	Y	Y	A	39351	567	39918	0	-15.2847879601166	-6.11440222021865	A	A	2.05981982996453	2.37588742528666	2.25681834521966	2.16226331481452	0	A	A	A -> A
scaffold_831	40189	NA	NA	NA	NA	A	145	175	189	131	-0.525461488972494	0.26960705975728	B	B2	0.000585552615280671	0.000334956100009983	0.000393502647024268	0.000327147721533423	0	A	Bc	B2 -> Bc
scaffold_832	40185	Y	Y	Y	Y	A	39056	882	39228	710	-5.78592718957576	-5.46702389079952	A	A	1.72700786367134	1.78088172153479	1.91307449369852	1.84495283403118	0	A	A	A -> A
scaffold_833	39521	Y	Y	Y	Y	A	32027	4287	33998	2316	-3.8751623642165	-2.90095690040535	A	B3	1.10399564589081	0.814382855985353	0.725387233609755	0.664698838364914	0	A	A	B3 -> A
scaffold_834	38341	Y	Y	Y	Y	A	35310	2602	35916	1996	-4.16876061480505	-3.7618704616377	A	A	1.117687630201	1.72559525944075	1.65850405865364	1.81681682660193	0	A	A	A -> A
