gene	seq	b.status.final
g16468	scaffold_25	A
g16469	scaffold_25	A
g1647	scaffold_157	A
g16470	scaffold_25	A
g16471	scaffold_25	A
g16472	scaffold_25	A
g16473	scaffold_25	A
g16474	scaffold_25	A
g16475	scaffold_25	A
g16476	scaffold_25	A
g16477	scaffold_25	A
g16478	scaffold_25	A
g16479	scaffold_25	A
g1648	scaffold_157	A
g16480	scaffold_25	A
g16481	scaffold_25	A
g16482	scaffold_25	A
g16483	scaffold_25	A
g16484	scaffold_25	A
g16485	scaffold_25	A
g16486	scaffold_25	A
g16487	scaffold_25	A
g16488	scaffold_25	A
g16489	scaffold_25	A
g1649	scaffold_157	A
g16490	scaffold_25	A
g16491	scaffold_25	A
g16492	scaffold_25	A
g16493	scaffold_25	A
g16494	scaffold_25	A
g16495	scaffold_25	A
g16496	scaffold_25	A
g16497	scaffold_25	A
g16498	scaffold_25	A
g16499	scaffold_25	A
g165	scaffold_360	B-A
g1650	scaffold_157	A
g16500	scaffold_25	A
g16501	scaffold_25	A
g16502	scaffold_25	A
g16503	scaffold_25	A
g16504	scaffold_25	A
g16505	scaffold_25	A
g16506	scaffold_25	A
g16507	scaffold_25	A
g16508	scaffold_25	A
g16509	scaffold_25	A
g1651	scaffold_157	A
g16510	scaffold_25	A
g16511	scaffold_25	A
g16512	scaffold_25	A
g16513	scaffold_25	A
g16514	scaffold_25	A
g16515	scaffold_25	A
g16516	scaffold_25	A
g16517	scaffold_25	A
g16518	scaffold_25	A
g16519	scaffold_25	A
g1652	scaffold_157	A
g16520	scaffold_25	A
g16521	scaffold_25	A
g16522	scaffold_25	A
g16523	scaffold_25	A
g16524	scaffold_25	A
g16525	scaffold_25	A
g16526	scaffold_25	A
g16527	scaffold_25	A
g16528	scaffold_25	A
g16529	scaffold_25	A
g1653	scaffold_157	A
g16530	scaffold_25	A
g16531	scaffold_25	A
g16532	scaffold_25	A
g16533	scaffold_25	A
g16534	scaffold_25	A
g16535	scaffold_25	A
g16536	scaffold_25	A
g16537	scaffold_25	A
g16538	scaffold_25	A
g16539	scaffold_25	A
g1654	scaffold_157	A
g16540	scaffold_25	A
g16541	scaffold_25	A
g16542	scaffold_25	A
g16543	scaffold_25	A
g16544	scaffold_1496	A
g16545	scaffold_1496	A
g16546	scaffold_1303	A
g16547	scaffold_1303	A
g16548	scaffold_1303	A
g16549	scaffold_213	A
g1655	scaffold_157	A
g16550	scaffold_213	A
g16551	scaffold_213	A
g16552	scaffold_213	A
g16553	scaffold_213	A
g16554	scaffold_213	A
g16555	scaffold_213	A
g16556	scaffold_213	A
g16557	scaffold_213	A
g16558	scaffold_213	A
g16559	scaffold_213	A
g1656	scaffold_157	A
g16560	scaffold_213	A
g16561	scaffold_213	A
g16562	scaffold_213	A
g16563	scaffold_213	A
g16564	scaffold_213	A
g16565	scaffold_213	A
g16566	scaffold_213	A
g16567	scaffold_213	A
g16568	scaffold_213	A
g16569	scaffold_213	A
g1657	scaffold_157	A
g16570	scaffold_213	A
g16571	scaffold_213	A
g16572	scaffold_213	A
g16573	scaffold_213	A
g16574	scaffold_213	A
g16575	scaffold_213	A
g16576	scaffold_213	A
g16577	scaffold_213	A
g16578	scaffold_213	A
g16579	scaffold_213	A
g1658	scaffold_157	A
g16580	scaffold_213	A
g16581	scaffold_213	A
g16582	scaffold_213	A
g16583	scaffold_213	A
g16584	scaffold_213	A
g16585	scaffold_213	A
g16586	scaffold_213	A
g16587	scaffold_213	A
g16588	scaffold_213	A
g16589	scaffold_154	A
g1659	scaffold_157	A
g16590	scaffold_154	A
g16591	scaffold_154	A
g16592	scaffold_154	A
g16593	scaffold_154	A
g16594	scaffold_154	A
g16595	scaffold_154	A
g16596	scaffold_154	A
g16597	scaffold_154	A
g16598	scaffold_154	A
g16599	scaffold_154	A
g166	scaffold_360	B-A
g1660	scaffold_157	A
g16600	scaffold_154	A
g16601	scaffold_154	A
g16602	scaffold_154	A
g16603	scaffold_154	A
g16604	scaffold_154	A
g16605	scaffold_154	A
g16606	scaffold_154	A
g16607	scaffold_154	A
g16608	scaffold_154	A
g16609	scaffold_154	A
g1661	scaffold_157	A
g16610	scaffold_154	A
g16611	scaffold_154	A
g16612	scaffold_154	A
g16613	scaffold_154	A
g16614	scaffold_154	A
g16615	scaffold_154	A
g16616	scaffold_154	A
g16617	scaffold_154	A
g16618	scaffold_154	A
g16619	scaffold_154	A
g1662	scaffold_157	A
g16620	scaffold_154	A
g16621	scaffold_154	A
g16622	scaffold_154	A
g16623	scaffold_154	A
g16624	scaffold_154	A
g16625	scaffold_154	A
g16626	scaffold_154	A
g16627	scaffold_154	A
g16628	scaffold_154	A
g16629	scaffold_154	A
g1663	scaffold_157	A
g16630	scaffold_154	A
g16631	scaffold_154	A
g16632	scaffold_154	A
g16633	scaffold_154	A
g16634	scaffold_154	A
g16635	scaffold_154	A
g16636	scaffold_154	A
g16637	scaffold_154	A
g16638	scaffold_154	A
g16639	scaffold_154	A
g1664	scaffold_157	A
g16640	scaffold_154	A
g16641	scaffold_154	A
g16642	scaffold_154	A
g16643	scaffold_154	A
g16644	scaffold_154	A
g16645	scaffold_134	A
g16646	scaffold_134	A
g16647	scaffold_134	A
g16648	scaffold_134	A
g16649	scaffold_134	A
g1665	scaffold_157	A
g16650	scaffold_134	A
g16651	scaffold_134	A
g16652	scaffold_134	A
g16653	scaffold_134	A
g16654	scaffold_134	A
g16655	scaffold_134	A
g16656	scaffold_134	A
g16657	scaffold_134	A
g16658	scaffold_134	A
g16659	scaffold_134	A
g1666	scaffold_157	A
g16660	scaffold_134	A
g16661	scaffold_134	A
g16662	scaffold_134	A
g16663	scaffold_134	A
g16664	scaffold_134	A
g16665	scaffold_134	A
g16666	scaffold_134	A
g16667	scaffold_134	A
g16668	scaffold_134	A
g16669	scaffold_134	A
g1667	scaffold_157	A
g16670	scaffold_134	A
g16671	scaffold_134	A
g16672	scaffold_134	A
g16673	scaffold_134	A
g16674	scaffold_398	A
g16675	scaffold_398	A
g16676	scaffold_398	A
g16677	scaffold_398	A
g16678	scaffold_398	A
g16679	scaffold_398	A
g1668	scaffold_157	A
g16680	scaffold_398	A
g16681	scaffold_398	A
g16682	scaffold_398	A
g16683	scaffold_398	A
g16684	scaffold_398	A
g16685	scaffold_398	A
g16686	scaffold_398	A
g16687	scaffold_428	A
g16688	scaffold_428	A
g16689	scaffold_428	A
g1669	scaffold_157	A
g16690	scaffold_428	A
g16691	scaffold_428	A
g16692	scaffold_428	A
g16693	scaffold_428	A
g16694	scaffold_428	A
g16695	scaffold_211	A
g16696	scaffold_211	A
g16697	scaffold_211	A
g16698	scaffold_211	A
g16699	scaffold_211	A
g167	scaffold_360	B-A
g1670	scaffold_157	A
g16700	scaffold_211	A
g16701	scaffold_211	A
g16702	scaffold_211	A
g16703	scaffold_211	A
g16704	scaffold_211	A
g16705	scaffold_211	A
g16706	scaffold_211	A
g16707	scaffold_211	A
g16708	scaffold_211	A
g16709	scaffold_211	A
g1671	scaffold_157	A
g16710	scaffold_211	A
g16711	scaffold_211	A
g16712	scaffold_211	A
g16713	scaffold_211	A
g16714	scaffold_211	A
g16715	scaffold_211	A
g16716	scaffold_211	A
g16717	scaffold_211	A
g16718	scaffold_211	A
g16719	scaffold_211	A
g1672	scaffold_157	A
g16720	scaffold_211	A
g16721	scaffold_211	A
g16722	scaffold_211	A
g16723	scaffold_211	A
g16724	scaffold_211	A
g16725	scaffold_211	A
g16726	scaffold_211	A
g16727	scaffold_211	A
g16728	scaffold_211	A
g16729	scaffold_211	A
g1673	scaffold_157	A
g16730	scaffold_211	A
g16731	scaffold_211	A
g16732	scaffold_211	A
g16733	scaffold_211	A
g16734	scaffold_211	A
g16735	scaffold_211	A
g16736	scaffold_211	A
g16737	scaffold_211	A
g16738	scaffold_211	A
g16739	scaffold_211	A
g1674	scaffold_157	A
g16740	scaffold_211	A
g16741	scaffold_211	A
g16742	scaffold_445	A
g16743	scaffold_445	A
g16744	scaffold_445	A
g16745	scaffold_445	A
g16746	scaffold_445	A
g16747	scaffold_445	A
g16748	scaffold_445	A
g16749	scaffold_445	A
g1675	scaffold_157	A
g16750	scaffold_445	A
g16751	scaffold_445	A
g16752	scaffold_445	A
g16753	scaffold_445	A
g16754	scaffold_445	A
g16755	scaffold_445	A
g16756	scaffold_201	A
g16757	scaffold_201	A
g16758	scaffold_201	A
g16759	scaffold_201	A
g1676	scaffold_157	A
g16760	scaffold_201	A
g16761	scaffold_201	A
g16762	scaffold_201	A
g16763	scaffold_201	A
g16764	scaffold_201	A
g16765	scaffold_201	A
g16766	scaffold_201	A
g16767	scaffold_201	A
g16768	scaffold_201	A
g16769	scaffold_201	A
g1677	scaffold_753	A
g16770	scaffold_201	A
g16771	scaffold_201	A
g16772	scaffold_201	A
g16773	scaffold_201	A
g16774	scaffold_201	A
g16775	scaffold_201	A
g16776	scaffold_201	A
g16777	scaffold_1711	A
g16778	scaffold_638	A
g16779	scaffold_638	A
g1678	scaffold_753	A
g16780	scaffold_638	A
g16781	scaffold_638	A
g16782	scaffold_638	A
g16783	scaffold_638	A
g16784	scaffold_638	A
g16785	scaffold_845	A
g16786	scaffold_8	A
g16787	scaffold_8	A
g16788	scaffold_8	A
g16789	scaffold_8	A
g1679	scaffold_753	A
g16790	scaffold_8	A
g16791	scaffold_8	A
g16792	scaffold_8	A
g16793	scaffold_8	A
g16794	scaffold_8	A
g16795	scaffold_8	A
g16796	scaffold_8	A
g16797	scaffold_8	A
g16798	scaffold_8	A
g16799	scaffold_8	A
g168	scaffold_360	B-A
g1680	scaffold_243	A
g16800	scaffold_8	A
g16801	scaffold_8	A
g16802	scaffold_8	A
g16803	scaffold_8	A
g16804	scaffold_8	A
g16805	scaffold_8	A
g16806	scaffold_8	A
g16807	scaffold_8	A
g16808	scaffold_8	A
g16809	scaffold_8	A
g1681	scaffold_243	A
g16810	scaffold_8	A
g16811	scaffold_8	A
g16812	scaffold_8	A
g16813	scaffold_8	A
g16814	scaffold_8	A
g16815	scaffold_8	A
g16816	scaffold_8	A
g16817	scaffold_8	A
g16818	scaffold_8	A
g16819	scaffold_8	A
g1682	scaffold_243	A
g16820	scaffold_8	A
g16821	scaffold_8	A
g16822	scaffold_8	A
g16823	scaffold_8	A
g16824	scaffold_8	A
g16825	scaffold_8	A
g16826	scaffold_8	A
g16827	scaffold_8	A
g16828	scaffold_8	A
g16829	scaffold_8	A
g1683	scaffold_243	A
g16830	scaffold_8	A
g16831	scaffold_8	A
g16832	scaffold_8	A
g16833	scaffold_8	A
g16834	scaffold_8	A
g16835	scaffold_8	A
g16836	scaffold_8	A
g16837	scaffold_8	A
g16838	scaffold_8	A
g16839	scaffold_8	A
g1684	scaffold_243	A
g16840	scaffold_8	A
g16841	scaffold_8	A
g16842	scaffold_8	A
g16843	scaffold_8	A
g16844	scaffold_8	A
g16845	scaffold_8	A
g16846	scaffold_8	A
g16847	scaffold_8	A
g16848	scaffold_8	A
g16849	scaffold_8	A
g1685	scaffold_243	A
g16850	scaffold_8	A
g16851	scaffold_8	A
g16852	scaffold_8	A
g16853	scaffold_8	A
g16854	scaffold_8	A
g16855	scaffold_8	A
g16856	scaffold_8	A
g16857	scaffold_8	A
g16858	scaffold_8	A
g16859	scaffold_8	A
g1686	scaffold_243	A
g16860	scaffold_8	A
g16861	scaffold_8	A
g16862	scaffold_8	A
g16863	scaffold_8	A
g16864	scaffold_8	A
g16865	scaffold_8	A
g16866	scaffold_8	A
g16867	scaffold_8	A
g16868	scaffold_8	A
g16869	scaffold_8	A
g1687	scaffold_243	A
g16870	scaffold_8	A
g16871	scaffold_8	A
g16872	scaffold_8	A
g16873	scaffold_8	A
g16874	scaffold_8	A
g16875	scaffold_8	A
g16876	scaffold_8	A
g16877	scaffold_8	A
g16878	scaffold_8	A
g16879	scaffold_8	A
g1688	scaffold_243	A
g16880	scaffold_8	A
g16881	scaffold_8	A
g16882	scaffold_8	A
g16883	scaffold_8	A
g16884	scaffold_8	A
g16885	scaffold_8	A
g16886	scaffold_8	A
g16887	scaffold_8	A
g16888	scaffold_8	A
g16889	scaffold_8	A
g1689	scaffold_243	A
g16890	scaffold_8	A
g16891	scaffold_8	A
g16892	scaffold_8	A
g16893	scaffold_8	A
g16894	scaffold_8	A
g16895	scaffold_8	A
g16896	scaffold_8	A
g16897	scaffold_8	A
g16898	scaffold_8	A
g16899	scaffold_8	A
g169	scaffold_360	B-A
g1690	scaffold_243	A
g16900	scaffold_8	A
g16901	scaffold_8	A
g16902	scaffold_8	A
g16903	scaffold_8	A
g16904	scaffold_8	A
g16905	scaffold_8	A
g16906	scaffold_8	A
g16907	scaffold_8	A
g16908	scaffold_8	A
g16909	scaffold_8	A
g1691	scaffold_243	A
g16910	scaffold_8	A
g16911	scaffold_8	A
g16912	scaffold_8	A
g16913	scaffold_8	A
g16914	scaffold_8	A
g16915	scaffold_8	A
g16916	scaffold_8	A
g16917	scaffold_8	A
g16918	scaffold_8	A
g16919	scaffold_8	A
g1692	scaffold_243	A
g16920	scaffold_8	A
g16921	scaffold_55	A
g16922	scaffold_55	A
g16923	scaffold_55	A
g16924	scaffold_55	A
g16925	scaffold_55	A
g16926	scaffold_55	A
g16927	scaffold_55	A
g16928	scaffold_55	A
g16929	scaffold_55	A
g1693	scaffold_243	A
g16930	scaffold_55	A
g16931	scaffold_55	A
g16932	scaffold_55	A
g16933	scaffold_55	A
g16934	scaffold_55	A
g16935	scaffold_55	A
g16936	scaffold_55	A
g16937	scaffold_55	A
g16938	scaffold_55	A
g16939	scaffold_55	A
g1694	scaffold_243	A
g16940	scaffold_55	A
g16941	scaffold_55	A
g16942	scaffold_55	A
g16943	scaffold_55	A
g16944	scaffold_55	A
g16945	scaffold_55	A
g16946	scaffold_55	A
g16947	scaffold_55	A
g16948	scaffold_55	A
g16949	scaffold_55	A
g1695	scaffold_243	A
g16950	scaffold_55	A
g16951	scaffold_55	A
g16952	scaffold_55	A
g16953	scaffold_55	A
g16954	scaffold_55	A
g16955	scaffold_55	A
g16956	scaffold_55	A
g16957	scaffold_55	A
g16958	scaffold_55	A
g16959	scaffold_55	A
g1696	scaffold_243	A
g16960	scaffold_55	A
g16961	scaffold_55	A
g16962	scaffold_55	A
g16963	scaffold_55	A
g16964	scaffold_55	A
g16965	scaffold_55	A
g16966	scaffold_55	A
g16967	scaffold_55	A
g16968	scaffold_55	A
g16969	scaffold_55	A
g1697	scaffold_243	A
g16970	scaffold_55	A
g16971	scaffold_55	A
g16972	scaffold_55	A
g16973	scaffold_55	A
g16974	scaffold_55	A
g16975	scaffold_55	A
g16976	scaffold_55	A
g16977	scaffold_55	A
g16978	scaffold_55	A
g16979	scaffold_55	A
g1698	scaffold_243	A
g16980	scaffold_55	A
g16981	scaffold_55	A
g16982	scaffold_55	A
g16983	scaffold_55	A
g16984	scaffold_55	A
g16985	scaffold_55	A
g16986	scaffold_55	A
g16987	scaffold_55	A
g16988	scaffold_55	A
g16989	scaffold_55	A
g1699	scaffold_243	A
g16990	scaffold_55	A
g16991	scaffold_55	A
g16992	scaffold_55	A
g16993	scaffold_55	A
g16994	scaffold_687	A
g16995	scaffold_687	A
g16996	scaffold_687	A
g16997	scaffold_436	A
g16998	scaffold_436	A
g16999	scaffold_436	A
g17	scaffold_93	A
g170	scaffold_360	B-A
g1700	scaffold_243	A
g17000	scaffold_436	A
g17001	scaffold_436	A
g17002	scaffold_436	A
g17003	scaffold_436	A
g17004	scaffold_436	A
g17005	scaffold_436	A
g17006	scaffold_436	A
g17007	scaffold_436	A
g17008	scaffold_436	A
g17009	scaffold_436	A
g1701	scaffold_243	A
g17010	scaffold_436	A
g17011	scaffold_436	A
g17012	scaffold_436	A
g17013	scaffold_436	A
g17014	scaffold_436	A
g17015	scaffold_436	A
g17016	scaffold_436	A
g17017	scaffold_436	A
g17018	scaffold_2116	A
g17019	scaffold_1205	A
g1702	scaffold_243	A
g17020	scaffold_142	A
g17021	scaffold_142	A
g17022	scaffold_142	A
g17023	scaffold_142	A
g17024	scaffold_142	A
g17025	scaffold_142	A
g17026	scaffold_142	A
g17027	scaffold_142	A
g17028	scaffold_142	A
g17029	scaffold_142	A
g1703	scaffold_243	A
g17030	scaffold_142	A
g17031	scaffold_142	A
g17032	scaffold_142	A
g17033	scaffold_142	A
g17034	scaffold_142	A
g17035	scaffold_142	A
g17036	scaffold_142	A
g17037	scaffold_142	A
g17038	scaffold_142	A
g17039	scaffold_142	A
g1704	scaffold_243	A
g17040	scaffold_142	A
g17041	scaffold_142	A
g17042	scaffold_142	A
g17043	scaffold_142	A
g17044	scaffold_142	A
g17045	scaffold_142	A
g17046	scaffold_142	A
g17047	scaffold_142	A
g17048	scaffold_142	A
g17049	scaffold_142	A
g1705	scaffold_243	A
g17050	scaffold_142	A
g17051	scaffold_142	A
g17052	scaffold_142	A
g17053	scaffold_142	A
g17054	scaffold_142	A
g17055	scaffold_142	A
g17056	scaffold_142	A
g17057	scaffold_142	A
g17058	scaffold_142	A
g17059	scaffold_142	A
g1706	scaffold_243	A
g17060	scaffold_142	A
g17061	scaffold_142	A
g17062	scaffold_142	A
g17063	scaffold_142	A
g17064	scaffold_639	A
g17065	scaffold_639	A
g17066	scaffold_639	A
g17067	scaffold_639	A
g17068	scaffold_639	A
g17069	scaffold_2094	A
g1707	scaffold_243	A
g17070	scaffold_2094	A
g17071	scaffold_2226	A
g17072	scaffold_2226	A
g17073	scaffold_532	A
g17074	scaffold_532	A
g17075	scaffold_532	A
g17076	scaffold_532	A
g17077	scaffold_532	A
g17078	scaffold_532	A
g17079	scaffold_773	A
g1708	scaffold_243	A
g17080	scaffold_773	A
g17081	scaffold_773	A
g17082	scaffold_773	A
g17083	scaffold_219	A
g17084	scaffold_219	A
g17085	scaffold_219	A
g17086	scaffold_219	A
g17087	scaffold_219	A
g17088	scaffold_219	A
g17089	scaffold_219	A
g1709	scaffold_243	A
g17090	scaffold_219	A
g17091	scaffold_219	A
g17092	scaffold_219	A
g17093	scaffold_219	A
g17094	scaffold_219	A
g17095	scaffold_219	A
g17096	scaffold_219	A
g17097	scaffold_219	A
g17098	scaffold_219	A
g17099	scaffold_219	A
g171	scaffold_360	B-A
g1710	scaffold_243	A
g17100	scaffold_219	A
g17101	scaffold_219	A
g17102	scaffold_219	A
g17103	scaffold_219	A
g17104	scaffold_219	A
g17105	scaffold_219	A
g17106	scaffold_219	A
g17107	scaffold_219	A
g17108	scaffold_219	A
g17109	scaffold_219	A
g1711	scaffold_243	A
g17110	scaffold_219	A
g17111	scaffold_219	A
g17112	scaffold_219	A
g17113	scaffold_219	A
g17114	scaffold_219	A
g17115	scaffold_219	A
g17116	scaffold_219	A
g17117	scaffold_219	A
g17118	scaffold_388	A
g17119	scaffold_388	A
g1712	scaffold_243	A
g17120	scaffold_388	A
g17121	scaffold_388	A
g17122	scaffold_388	A
g17123	scaffold_388	A
g17124	scaffold_388	A
g17125	scaffold_388	A
g17126	scaffold_388	A
g17127	scaffold_388	A
g17128	scaffold_388	A
g17129	scaffold_388	A
g1713	scaffold_243	A
g17130	scaffold_388	A
g17131	scaffold_388	A
g17132	scaffold_388	A
g17133	scaffold_388	A
g17134	scaffold_388	A
g17135	scaffold_388	A
g17136	scaffold_57	A
g17137	scaffold_57	A
g17138	scaffold_57	A
g17139	scaffold_57	A
g1714	scaffold_243	A
g17140	scaffold_57	A
g17141	scaffold_57	A
g17142	scaffold_57	A
g17143	scaffold_57	A
g17144	scaffold_57	A
g17145	scaffold_57	A
g17146	scaffold_57	A
g17147	scaffold_57	A
g17148	scaffold_57	A
g17149	scaffold_57	A
g1715	scaffold_243	A
g17150	scaffold_57	A
g17151	scaffold_57	A
g17152	scaffold_57	A
g17153	scaffold_57	A
g17154	scaffold_57	A
g17155	scaffold_57	A
g17156	scaffold_57	A
g17157	scaffold_57	A
g17158	scaffold_57	A
g17159	scaffold_57	A
g1716	scaffold_766	A
g17160	scaffold_57	A
g17161	scaffold_57	A
g17162	scaffold_57	A
g17163	scaffold_57	A
g17164	scaffold_57	A
g17165	scaffold_57	A
g17166	scaffold_57	A
g17167	scaffold_57	A
g17168	scaffold_57	A
g17169	scaffold_57	A
g1717	scaffold_766	A
g17170	scaffold_57	A
g17171	scaffold_57	A
g17172	scaffold_57	A
g17173	scaffold_57	A
g17174	scaffold_57	A
g17175	scaffold_57	A
g17176	scaffold_57	A
g17177	scaffold_57	A
g17178	scaffold_57	A
g17179	scaffold_57	A
g1718	scaffold_766	A
g17180	scaffold_57	A
g17181	scaffold_57	A
g17182	scaffold_57	A
g17183	scaffold_57	A
g17184	scaffold_57	A
g17185	scaffold_57	A
g17186	scaffold_57	A
g17187	scaffold_57	A
g17188	scaffold_57	A
g17189	scaffold_57	A
g1719	scaffold_482	A
g17190	scaffold_57	A
g17191	scaffold_57	A
g17192	scaffold_57	A
g17193	scaffold_57	A
g17194	scaffold_57	A
g17195	scaffold_57	A
g17196	scaffold_57	A
g17197	scaffold_57	A
g17198	scaffold_57	A
g17199	scaffold_57	A
g172	scaffold_360	B-A
g1720	scaffold_482	A
g17200	scaffold_57	A
g17201	scaffold_57	A
g17202	scaffold_57	A
g17203	scaffold_57	A
g17204	scaffold_57	A
g17205	scaffold_57	A
g17206	scaffold_57	A
g17207	scaffold_57	A
g17208	scaffold_57	A
g17209	scaffold_57	A
g1721	scaffold_482	A
g17210	scaffold_57	A
g17211	scaffold_57	A
g17212	scaffold_57	A
g17213	scaffold_57	A
g17214	scaffold_57	A
g17215	scaffold_57	A
g17216	scaffold_57	A
g17217	scaffold_57	A
g17218	scaffold_57	A
g17219	scaffold_57	A
g1722	scaffold_482	A
g17220	scaffold_359	A
g17221	scaffold_359	A
g17222	scaffold_359	A
g17223	scaffold_359	A
g17224	scaffold_359	A
g17225	scaffold_359	A
g17226	scaffold_359	A
g17227	scaffold_359	A
g17228	scaffold_359	A
g17229	scaffold_359	A
g1723	scaffold_482	A
g17230	scaffold_359	A
g17231	scaffold_359	A
g17232	scaffold_359	A
g17233	scaffold_359	A
g17234	scaffold_359	A
g17235	scaffold_1939	A
g17236	scaffold_1939	A
g17237	scaffold_180	A
g17238	scaffold_180	A
g17239	scaffold_180	A
g1724	scaffold_482	A
g17240	scaffold_180	A
g17241	scaffold_180	A
g17242	scaffold_180	A
g17243	scaffold_180	A
g17244	scaffold_180	A
g17245	scaffold_180	A
g17246	scaffold_180	A
g17247	scaffold_180	A
g17248	scaffold_180	A
g17249	scaffold_180	A
g1725	scaffold_482	A
g17250	scaffold_180	A
g17251	scaffold_180	A
g17252	scaffold_180	A
g17253	scaffold_180	A
g17254	scaffold_180	A
g17255	scaffold_180	A
g17256	scaffold_180	A
g17257	scaffold_180	A
g17258	scaffold_180	A
g17259	scaffold_180	A
g1726	scaffold_482	A
g17260	scaffold_180	A
g17261	scaffold_180	A
g17262	scaffold_180	A
g17263	scaffold_180	A
g17264	scaffold_180	A
g17265	scaffold_180	A
g17266	scaffold_180	A
g17267	scaffold_180	A
g17268	scaffold_180	A
g17269	scaffold_180	A
g1727	scaffold_482	A
g17270	scaffold_180	A
g17271	scaffold_180	A
g17272	scaffold_180	A
g17273	scaffold_180	A
g17274	scaffold_180	A
g17275	scaffold_180	A
g17276	scaffold_180	A
g17277	scaffold_180	A
g17278	scaffold_180	A
g17279	scaffold_180	A
g1728	scaffold_482	A
g17280	scaffold_180	A
g17281	scaffold_180	A
g17282	scaffold_180	A
g17283	scaffold_180	A
g17284	scaffold_180	A
g17285	scaffold_180	A
g17286	scaffold_180	A
g17287	scaffold_180	A
g17288	scaffold_180	A
g17289	scaffold_180	A
g1729	scaffold_482	A
g17290	scaffold_180	A
g17291	scaffold_180	A
g17292	scaffold_180	A
g17293	scaffold_180	A
g17294	scaffold_180	A
g17295	scaffold_329	A
g17296	scaffold_329	A
g17297	scaffold_329	A
g17298	scaffold_329	A
g17299	scaffold_329	A
g173	scaffold_360	B-A
g1730	scaffold_482	A
g17300	scaffold_329	A
g17301	scaffold_329	A
g17302	scaffold_329	A
g17303	scaffold_329	A
g17304	scaffold_329	A
g17305	scaffold_329	A
g17306	scaffold_329	A
g17307	scaffold_329	A
g17308	scaffold_329	A
g17309	scaffold_329	A
g1731	scaffold_482	A
g17310	scaffold_329	A
g17311	scaffold_811	A
g17312	scaffold_811	A
g17313	scaffold_1287	Bc
g17314	scaffold_390	A
g17315	scaffold_390	A
g17316	scaffold_390	A
g17317	scaffold_390	A
g17318	scaffold_390	A
g17319	scaffold_390	A
g1732	scaffold_482	A
g17320	scaffold_390	A
g17321	scaffold_390	A
g17322	scaffold_390	A
g17323	scaffold_390	A
g17324	scaffold_390	A
g17325	scaffold_390	A
g17326	scaffold_390	A
g17327	scaffold_390	A
g17328	scaffold_390	A
g17329	scaffold_394	A
g1733	scaffold_1185	A
g17330	scaffold_394	A
g17331	scaffold_394	A
g17332	scaffold_394	A
g17333	scaffold_394	A
g17334	scaffold_394	A
g17335	scaffold_394	A
g17336	scaffold_394	A
g17337	scaffold_394	A
g17338	scaffold_394	A
g17339	scaffold_394	A
g1734	scaffold_379	A
g17340	scaffold_394	A
g17341	scaffold_394	A
g17342	scaffold_1480	A
g17343	scaffold_296	A
g17344	scaffold_296	A
g17345	scaffold_296	A
g17346	scaffold_296	A
g17347	scaffold_296	A
g17348	scaffold_296	A
g17349	scaffold_296	A
g1735	scaffold_379	A
g17350	scaffold_296	A
g17351	scaffold_296	A
g17352	scaffold_296	A
g17353	scaffold_296	A
g17354	scaffold_296	A
g17355	scaffold_296	A
g17356	scaffold_296	A
g17357	scaffold_296	A
g17358	scaffold_296	A
g17359	scaffold_296	A
g1736	scaffold_379	A
g17360	scaffold_296	A
g17361	scaffold_296	A
g17362	scaffold_183	A
g17363	scaffold_183	A
g17364	scaffold_183	A
g17365	scaffold_183	A
g17366	scaffold_183	A
g17367	scaffold_183	A
g17368	scaffold_183	A
g17369	scaffold_183	A
g1737	scaffold_379	A
g17370	scaffold_183	A
g17371	scaffold_183	A
g17372	scaffold_183	A
g17373	scaffold_183	A
g17374	scaffold_183	A
g17375	scaffold_183	A
g17376	scaffold_183	A
g17377	scaffold_183	A
g17378	scaffold_183	A
g17379	scaffold_183	A
g1738	scaffold_379	A
g17380	scaffold_183	A
g17381	scaffold_183	A
g17382	scaffold_183	A
g17383	scaffold_183	A
g17384	scaffold_523	A
g17385	scaffold_523	A
g17386	scaffold_523	A
g17387	scaffold_523	A
