gene,seq,b.status.final,transcripts
g21110,scaffold_1540,A,g21110.t1
g21109,scaffold_1540,A,g21109.t1
g9307,scaffold_1544,A,g9307.t1
g4160,scaffold_1547,A,g4160.t1
g4161,scaffold_1547,A,g4161.t1
g7440,scaffold_1548,B2,g7440.t1
g7441,scaffold_1548,B2,g7441.t1
g5058,scaffold_155,A,g5058.t1
g5040,scaffold_155,A,g5040.t1
g5046,scaffold_155,A,g5046.t1
g5047,scaffold_155,A,g5047.t1
g5044,scaffold_155,A,g5044.t1
g5032,scaffold_155,A,g5032.t1
g5053,scaffold_155,A,g5053.t1
g5033,scaffold_155,A,g5033.t1
g5037,scaffold_155,A,g5037.t1
g5031,scaffold_155,A,g5031.t1
g5036,scaffold_155,A,g5036.t1
g5034,scaffold_155,A,g5034.t1
g5041,scaffold_155,A,g5041.t1
g5056,scaffold_155,A,g5056.t1
g5064,scaffold_155,A,g5064.t1
g5028,scaffold_155,A,g5028.t1
g5066,scaffold_155,A,g5066.t1
g5030,scaffold_155,A,g5030.t1
g5045,scaffold_155,A,g5045.t1
g5029,scaffold_155,A,g5029.t1
g5049,scaffold_155,A,g5049.t1
g5069,scaffold_155,A,g5069.t1
g5048,scaffold_155,A,g5048.t1
g5057,scaffold_155,A,g5057.t1
g5038,scaffold_155,A,g5038.t1
g5061,scaffold_155,A,g5061.t1
g5042,scaffold_155,A,g5042.t1
g5050,scaffold_155,A,g5050.t1
g5067,scaffold_155,A,g5067.t1
g5052,scaffold_155,A,g5052.t1
g5054,scaffold_155,A,g5054.t1
g5055,scaffold_155,A,g5055.t1
g5068,scaffold_155,A,g5068.t1
g5070,scaffold_155,A,g5070.t1
g5065,scaffold_155,A,g5065.t1
g5035,scaffold_155,A,g5035.t1
g5060,scaffold_155,A,g5060.t1
g5043,scaffold_155,A,g5043.t1
g5059,scaffold_155,A,g5059.t1
g5039,scaffold_155,A,g5039.t1
g5062,scaffold_155,A,g5062.t1
g5051,scaffold_155,A,g5051.t1
g5051,scaffold_155,A,g5051.t2
g5063,scaffold_155,A,g5063.t1
g18271,scaffold_1553,A,g18271.t1
g13848,scaffold_1555,A,g13848.t1
g2713,scaffold_1556,A,g2713.t1
g2712,scaffold_1556,A,g2712.t1
g2711,scaffold_1556,A,g2711.t1
g2714,scaffold_1556,A,g2714.t1
g21358,scaffold_1557,A,g21358.t1
g1287,scaffold_1558,B3,g1287.t1
g6389,scaffold_1559,A,g6389.t1
g12047,scaffold_156,A,g12047.t1
g12012,scaffold_156,A,g12012.t1
g11993,scaffold_156,A,g11993.t1
g12002,scaffold_156,A,g12002.t1
g11985,scaffold_156,A,g11985.t1
g12023,scaffold_156,A,g12023.t1
g11988,scaffold_156,A,g11988.t1
g12048,scaffold_156,A,g12048.t1
g11991,scaffold_156,A,g11991.t1
g12005,scaffold_156,A,g12005.t1
g12027,scaffold_156,A,g12027.t1
g12039,scaffold_156,A,g12039.t1
g11996,scaffold_156,A,g11996.t1
g11986,scaffold_156,A,g11986.t1
g12029,scaffold_156,A,g12029.t1
g11987,scaffold_156,A,g11987.t1
g12020,scaffold_156,A,g12020.t1
g12010,scaffold_156,A,g12010.t1
g12022,scaffold_156,A,g12022.t1
g12038,scaffold_156,A,g12038.t1
g11989,scaffold_156,A,g11989.t1
g12000,scaffold_156,A,g12000.t1
g12028,scaffold_156,A,g12028.t1
g12041,scaffold_156,A,g12041.t1
g11980,scaffold_156,A,g11980.t1
g11994,scaffold_156,A,g11994.t1
g12015,scaffold_156,A,g12015.t1
g12008,scaffold_156,A,g12008.t1
g11995,scaffold_156,A,g11995.t1
g12021,scaffold_156,A,g12021.t1
g12045,scaffold_156,A,g12045.t1
g12011,scaffold_156,A,g12011.t1
g12035,scaffold_156,A,g12035.t1
g12037,scaffold_156,A,g12037.t1
g12013,scaffold_156,A,g12013.t1
g12024,scaffold_156,A,g12024.t1
g11982,scaffold_156,A,g11982.t1
g12026,scaffold_156,A,g12026.t1
g12003,scaffold_156,A,g12003.t1
g11983,scaffold_156,A,g11983.t1
g11984,scaffold_156,A,g11984.t1
g12044,scaffold_156,A,g12044.t1
g12033,scaffold_156,A,g12033.t1
g12042,scaffold_156,A,g12042.t1
g12009,scaffold_156,A,g12009.t1
g12036,scaffold_156,A,g12036.t1
g12046,scaffold_156,A,g12046.t1
g12025,scaffold_156,A,g12025.t1
g12040,scaffold_156,A,g12040.t1
g11992,scaffold_156,A,g11992.t1
g12001,scaffold_156,A,g12001.t1
g12016,scaffold_156,A,g12016.t1
g12030,scaffold_156,A,g12030.t1
g11998,scaffold_156,A,g11998.t1
g12018,scaffold_156,A,g12018.t1
g12019,scaffold_156,A,g12019.t1
g11990,scaffold_156,A,g11990.t1
g12007,scaffold_156,A,g12007.t1
g12031,scaffold_156,A,g12031.t1
g11999,scaffold_156,A,g11999.t1
g11997,scaffold_156,A,g11997.t1
g12004,scaffold_156,A,g12004.t1
g12017,scaffold_156,A,g12017.t1
g11981,scaffold_156,A,g11981.t1
g12034,scaffold_156,A,g12034.t1
g12014,scaffold_156,A,g12014.t1
g12032,scaffold_156,A,g12032.t1
g12006,scaffold_156,A,g12006.t1
g12043,scaffold_156,A,g12043.t1
g6626,scaffold_1562,A,g6626.t1
g6625,scaffold_1562,A,g6625.t1
g6627,scaffold_1562,A,g6627.t1
g6627,scaffold_1562,A,g6627.t2
g1868,scaffold_1564,A,g1868.t1
g1869,scaffold_1564,A,g1869.t1
g8181,scaffold_1565,A,g8181.t1
g13304,scaffold_1566,A,g13304.t1
g7848,scaffold_1568,A,g7848.t1
g1673,scaffold_157,A,g1673.t1
g1651,scaffold_157,A,g1651.t1
g1675,scaffold_157,A,g1675.t1
g1663,scaffold_157,A,g1663.t1
g1648,scaffold_157,A,g1648.t1
g1670,scaffold_157,A,g1670.t1
g1645,scaffold_157,A,g1645.t1
g1642,scaffold_157,A,g1642.t1
g1652,scaffold_157,A,g1652.t1
g1656,scaffold_157,A,g1656.t1
g1658,scaffold_157,A,g1658.t1
g1674,scaffold_157,A,g1674.t1
g1655,scaffold_157,A,g1655.t1
g1665,scaffold_157,A,g1665.t1
g1650,scaffold_157,A,g1650.t1
g1640,scaffold_157,A,g1640.t1
g1654,scaffold_157,A,g1654.t1
g1646,scaffold_157,A,g1646.t1
g1641,scaffold_157,A,g1641.t1
g1653,scaffold_157,A,g1653.t1
g1664,scaffold_157,A,g1664.t1
g1662,scaffold_157,A,g1662.t1
g1662,scaffold_157,A,g1662.t2
g1662,scaffold_157,A,g1662.t3
g1668,scaffold_157,A,g1668.t1
g1666,scaffold_157,A,g1666.t1
g1657,scaffold_157,A,g1657.t1
g1647,scaffold_157,A,g1647.t1
g1643,scaffold_157,A,g1643.t1
g1659,scaffold_157,A,g1659.t1
g1676,scaffold_157,A,g1676.t1
g1669,scaffold_157,A,g1669.t1
g1649,scaffold_157,A,g1649.t1
g1672,scaffold_157,A,g1672.t1
g1667,scaffold_157,A,g1667.t1
g1644,scaffold_157,A,g1644.t1
g1671,scaffold_157,A,g1671.t1
g1660,scaffold_157,A,g1660.t1
g1661,scaffold_157,A,g1661.t1
g5231,scaffold_1570,A,g5231.t1
g5231,scaffold_1570,A,g5231.t2
g10348,scaffold_1571,A,g10348.t1
g5583,scaffold_1572,A,g5583.t1
g5584,scaffold_1572,A,g5584.t1
g19891,scaffold_1576,A,g19891.t1
g21232,scaffold_1577,A,g21232.t1
g5310,scaffold_1578,B2,g5310.t1
g5309,scaffold_1578,B2,g5309.t1
g5311,scaffold_1578,B2,g5311.t1
g5312,scaffold_1578,B2,g5312.t1
g18439,scaffold_1579,B3,g18439.t1
g881,scaffold_158,A,g881.t1
g902,scaffold_158,A,g902.t1
g898,scaffold_158,A,g898.t1
g895,scaffold_158,A,g895.t1
g883,scaffold_158,A,g883.t1
g873,scaffold_158,A,g873.t1
g876,scaffold_158,A,g876.t1
g887,scaffold_158,A,g887.t1
g869,scaffold_158,A,g869.t1
g904,scaffold_158,A,g904.t1
g863,scaffold_158,A,g863.t1
g863,scaffold_158,A,g863.t2
g880,scaffold_158,A,g880.t1
g862,scaffold_158,A,g862.t1
g885,scaffold_158,A,g885.t1
g896,scaffold_158,A,g896.t1
g890,scaffold_158,A,g890.t1
g878,scaffold_158,A,g878.t1
g906,scaffold_158,A,g906.t1
g865,scaffold_158,A,g865.t1
g888,scaffold_158,A,g888.t1
g905,scaffold_158,A,g905.t1
g864,scaffold_158,A,g864.t1
g870,scaffold_158,A,g870.t1
g875,scaffold_158,A,g875.t1
g903,scaffold_158,A,g903.t1
g874,scaffold_158,A,g874.t1
g908,scaffold_158,A,g908.t1
g879,scaffold_158,A,g879.t1
g884,scaffold_158,A,g884.t1
g907,scaffold_158,A,g907.t1
g872,scaffold_158,A,g872.t1
g893,scaffold_158,A,g893.t1
g894,scaffold_158,A,g894.t1
g866,scaffold_158,A,g866.t1
g882,scaffold_158,A,g882.t1
g891,scaffold_158,A,g891.t1
g899,scaffold_158,A,g899.t1
g886,scaffold_158,A,g886.t1
g868,scaffold_158,A,g868.t1
g901,scaffold_158,A,g901.t1
g897,scaffold_158,A,g897.t1
g877,scaffold_158,A,g877.t1
g871,scaffold_158,A,g871.t1
g867,scaffold_158,A,g867.t1
g867,scaffold_158,A,g867.t2
g900,scaffold_158,A,g900.t1
g892,scaffold_158,A,g892.t1
g889,scaffold_158,A,g889.t1
g18800,scaffold_1581,B2,g18800.t1
g8510,scaffold_1583,B2,g8510.t1
g19323,scaffold_1585,A,g19323.t1
g7069,scaffold_1586,A,g7069.t1
g7068,scaffold_1586,A,g7068.t1
g10372,scaffold_159,A,g10372.t1
g10358,scaffold_159,A,g10358.t1
g10388,scaffold_159,A,g10388.t1
g10384,scaffold_159,A,g10384.t1
g10395,scaffold_159,A,g10395.t1
g10370,scaffold_159,A,g10370.t1
g10373,scaffold_159,A,g10373.t1
g10389,scaffold_159,A,g10389.t1
g10389,scaffold_159,A,g10389.t2
g10389,scaffold_159,A,g10389.t3
g10403,scaffold_159,A,g10403.t1
g10349,scaffold_159,A,g10349.t1
g10361,scaffold_159,A,g10361.t1
g10359,scaffold_159,A,g10359.t1
g10382,scaffold_159,A,g10382.t1
g10380,scaffold_159,A,g10380.t1
g10394,scaffold_159,A,g10394.t1
g10383,scaffold_159,A,g10383.t1
g10387,scaffold_159,A,g10387.t1
g10399,scaffold_159,A,g10399.t1
g10397,scaffold_159,A,g10397.t1
g10385,scaffold_159,A,g10385.t1
g10400,scaffold_159,A,g10400.t1
g10376,scaffold_159,A,g10376.t1
g10392,scaffold_159,A,g10392.t1
g10368,scaffold_159,A,g10368.t1
g10386,scaffold_159,A,g10386.t1
g10375,scaffold_159,A,g10375.t1
g10353,scaffold_159,A,g10353.t1
g10393,scaffold_159,A,g10393.t1
g10356,scaffold_159,A,g10356.t1
g10378,scaffold_159,A,g10378.t1
g10355,scaffold_159,A,g10355.t1
g10398,scaffold_159,A,g10398.t1
g10369,scaffold_159,A,g10369.t1
g10396,scaffold_159,A,g10396.t1
g10354,scaffold_159,A,g10354.t1
g10391,scaffold_159,A,g10391.t1
g10379,scaffold_159,A,g10379.t1
g10379,scaffold_159,A,g10379.t2
g10377,scaffold_159,A,g10377.t1
g10363,scaffold_159,A,g10363.t1
g10363,scaffold_159,A,g10363.t2
g10374,scaffold_159,A,g10374.t1
g10367,scaffold_159,A,g10367.t1
g10381,scaffold_159,A,g10381.t1
g10357,scaffold_159,A,g10357.t1
g10366,scaffold_159,A,g10366.t1
g10350,scaffold_159,A,g10350.t1
g10360,scaffold_159,A,g10360.t1
g10401,scaffold_159,A,g10401.t1
g10402,scaffold_159,A,g10402.t1
g10351,scaffold_159,A,g10351.t1
g10390,scaffold_159,A,g10390.t1
g10365,scaffold_159,A,g10365.t1
g10352,scaffold_159,A,g10352.t1
g10371,scaffold_159,A,g10371.t1
g10362,scaffold_159,A,g10362.t1
g10364,scaffold_159,A,g10364.t1
g22721,scaffold_1590,A,g22721.t1
g22719,scaffold_1590,A,g22719.t1
g22723,scaffold_1590,A,g22723.t1
g22722,scaffold_1590,A,g22722.t1
g22720,scaffold_1590,A,g22720.t1
g18937,scaffold_1592,A,g18937.t1
g18936,scaffold_1592,A,g18936.t1
g4491,scaffold_1593,B3,g4491.t1
g6387,scaffold_1597,A,g6387.t1
g14461,scaffold_1598,A,g14461.t1
g8793,scaffold_1599,A,g8793.t1
g7528,scaffold_16,A,g7528.t1
g7507,scaffold_16,A,g7507.t1
g7499,scaffold_16,A,g7499.t1
g7490,scaffold_16,A,g7490.t1
g7597,scaffold_16,A,g7597.t1
g7527,scaffold_16,A,g7527.t1
g7519,scaffold_16,A,g7519.t1
g7496,scaffold_16,A,g7496.t1
g7533,scaffold_16,A,g7533.t1
g7533,scaffold_16,A,g7533.t2
g7518,scaffold_16,A,g7518.t1
g7546,scaffold_16,A,g7546.t1
g7489,scaffold_16,A,g7489.t1
g7548,scaffold_16,A,g7548.t1
g7509,scaffold_16,A,g7509.t1
g7538,scaffold_16,A,g7538.t1
g7539,scaffold_16,A,g7539.t1
g7491,scaffold_16,A,g7491.t1
g7517,scaffold_16,A,g7517.t1
g7494,scaffold_16,A,g7494.t1
g7554,scaffold_16,A,g7554.t1
g7543,scaffold_16,A,g7543.t1
g7508,scaffold_16,A,g7508.t1
g7557,scaffold_16,A,g7557.t1
g7558,scaffold_16,A,g7558.t1
g7487,scaffold_16,A,g7487.t1
g7596,scaffold_16,A,g7596.t1
g7523,scaffold_16,A,g7523.t1
g7598,scaffold_16,A,g7598.t1
g7599,scaffold_16,A,g7599.t1
g7526,scaffold_16,A,g7526.t1
g7563,scaffold_16,A,g7563.t1
g7553,scaffold_16,A,g7553.t1
g7493,scaffold_16,A,g7493.t1
g7590,scaffold_16,A,g7590.t1
g7530,scaffold_16,A,g7530.t1
g7497,scaffold_16,A,g7497.t1
g7605,scaffold_16,A,g7605.t1
g7498,scaffold_16,A,g7498.t1
g7534,scaffold_16,A,g7534.t1
g7535,scaffold_16,A,g7535.t1
g7537,scaffold_16,A,g7537.t1
g7500,scaffold_16,A,g7500.t1
g7574,scaffold_16,A,g7574.t1
g7502,scaffold_16,A,g7502.t1
g7529,scaffold_16,A,g7529.t1
g7540,scaffold_16,A,g7540.t1
g7505,scaffold_16,A,g7505.t1
g7506,scaffold_16,A,g7506.t1
g7542,scaffold_16,A,g7542.t1
g7544,scaffold_16,A,g7544.t1
g7545,scaffold_16,A,g7545.t1
g7547,scaffold_16,A,g7547.t1
g7510,scaffold_16,A,g7510.t1
g7549,scaffold_16,A,g7549.t1
g7512,scaffold_16,A,g7512.t1
g7513,scaffold_16,A,g7513.t1
g7550,scaffold_16,A,g7550.t1
g7501,scaffold_16,A,g7501.t1
g7552,scaffold_16,A,g7552.t1
g7552,scaffold_16,A,g7552.t2
g7515,scaffold_16,A,g7515.t1
g7602,scaffold_16,A,g7602.t1
g7556,scaffold_16,A,g7556.t1
g7556,scaffold_16,A,g7556.t2
g7556,scaffold_16,A,g7556.t3
g7556,scaffold_16,A,g7556.t4
g7556,scaffold_16,A,g7556.t5
g7556,scaffold_16,A,g7556.t6
g7555,scaffold_16,A,g7555.t1
g7520,scaffold_16,A,g7520.t1
g7559,scaffold_16,A,g7559.t1
g7522,scaffold_16,A,g7522.t1
g7521,scaffold_16,A,g7521.t1
g7524,scaffold_16,A,g7524.t1
g7525,scaffold_16,A,g7525.t1
g7562,scaffold_16,A,g7562.t1
g7561,scaffold_16,A,g7561.t1
g7575,scaffold_16,A,g7575.t1
g7600,scaffold_16,A,g7600.t1
g7578,scaffold_16,A,g7578.t1
g7567,scaffold_16,A,g7567.t1
g7604,scaffold_16,A,g7604.t1
g7569,scaffold_16,A,g7569.t1
g7531,scaffold_16,A,g7531.t1
g7594,scaffold_16,A,g7594.t1
g7570,scaffold_16,A,g7570.t1
g7536,scaffold_16,A,g7536.t1
g7573,scaffold_16,A,g7573.t1
g7572,scaffold_16,A,g7572.t1
g7587,scaffold_16,A,g7587.t1
g7516,scaffold_16,A,g7516.t1
g7577,scaffold_16,A,g7577.t1
g7551,scaffold_16,A,g7551.t1
g7579,scaffold_16,A,g7579.t1
g7601,scaffold_16,A,g7601.t1
g7541,scaffold_16,A,g7541.t1
g7580,scaffold_16,A,g7580.t1
g7580,scaffold_16,A,g7580.t2
g7532,scaffold_16,A,g7532.t1
g7583,scaffold_16,A,g7583.t1
g7584,scaffold_16,A,g7584.t1
g7582,scaffold_16,A,g7582.t1
g7511,scaffold_16,A,g7511.t1
g7560,scaffold_16,A,g7560.t1
g7586,scaffold_16,A,g7586.t1
g7589,scaffold_16,A,g7589.t1
g7564,scaffold_16,A,g7564.t1
g7492,scaffold_16,A,g7492.t1
g7504,scaffold_16,A,g7504.t1
g7591,scaffold_16,A,g7591.t1
g7593,scaffold_16,A,g7593.t1
g7488,scaffold_16,A,g7488.t1
g7592,scaffold_16,A,g7592.t1
g7595,scaffold_16,A,g7595.t1
g7568,scaffold_16,A,g7568.t1
g7576,scaffold_16,A,g7576.t1
g7585,scaffold_16,A,g7585.t1
g7603,scaffold_16,A,g7603.t1
g7581,scaffold_16,A,g7581.t1
g7495,scaffold_16,A,g7495.t1
g7503,scaffold_16,A,g7503.t1
g7588,scaffold_16,A,g7588.t1
g7566,scaffold_16,A,g7566.t1
g7571,scaffold_16,A,g7571.t1
g7514,scaffold_16,A,g7514.t1
g7565,scaffold_16,A,g7565.t1
g15348,scaffold_160,A,g15348.t1
g15356,scaffold_160,A,g15356.t1
g15365,scaffold_160,A,g15365.t1
g15365,scaffold_160,A,g15365.t2
g15351,scaffold_160,A,g15351.t1
g15344,scaffold_160,A,g15344.t1
g15352,scaffold_160,A,g15352.t1
g15354,scaffold_160,A,g15354.t1
g15379,scaffold_160,A,g15379.t1
g15375,scaffold_160,A,g15375.t1
g15368,scaffold_160,A,g15368.t1
g15355,scaffold_160,A,g15355.t1
g15367,scaffold_160,A,g15367.t1
g15353,scaffold_160,A,g15353.t1
g15347,scaffold_160,A,g15347.t1
g15363,scaffold_160,A,g15363.t1
g15361,scaffold_160,A,g15361.t1
g15350,scaffold_160,A,g15350.t1
g15366,scaffold_160,A,g15366.t1
g15358,scaffold_160,A,g15358.t1
g15376,scaffold_160,A,g15376.t1
g15364,scaffold_160,A,g15364.t1
g15364,scaffold_160,A,g15364.t2
g15380,scaffold_160,A,g15380.t1
g15374,scaffold_160,A,g15374.t1
g15378,scaffold_160,A,g15378.t1
g15345,scaffold_160,A,g15345.t1
g15373,scaffold_160,A,g15373.t1
g15346,scaffold_160,A,g15346.t1
g15369,scaffold_160,A,g15369.t1
g15359,scaffold_160,A,g15359.t1
g15362,scaffold_160,A,g15362.t1
g15372,scaffold_160,A,g15372.t1
g15349,scaffold_160,A,g15349.t1
g15360,scaffold_160,A,g15360.t1
g15377,scaffold_160,A,g15377.t1
g15370,scaffold_160,A,g15370.t1
g15371,scaffold_160,A,g15371.t1
g15357,scaffold_160,A,g15357.t1
g1585,scaffold_1601,A,g1585.t1
g7384,scaffold_1602,A,g7384.t1
g3712,scaffold_1603,A,g3712.t1
g23587,scaffold_161,A,g23587.t1
g23562,scaffold_161,A,g23562.t1
g23561,scaffold_161,A,g23561.t1
g23598,scaffold_161,A,g23598.t1
g23579,scaffold_161,A,g23579.t1
g23584,scaffold_161,A,g23584.t1
g23560,scaffold_161,A,g23560.t1
g23560,scaffold_161,A,g23560.t2
g23560,scaffold_161,A,g23560.t3
g23572,scaffold_161,A,g23572.t1
g23576,scaffold_161,A,g23576.t1
g23612,scaffold_161,A,g23612.t1
g23575,scaffold_161,A,g23575.t1
g23559,scaffold_161,A,g23559.t1
g23589,scaffold_161,A,g23589.t1
g23592,scaffold_161,A,g23592.t1
g23585,scaffold_161,A,g23585.t1
g23616,scaffold_161,A,g23616.t1
g23595,scaffold_161,A,g23595.t1
g23595,scaffold_161,A,g23595.t2
g23595,scaffold_161,A,g23595.t3
g23595,scaffold_161,A,g23595.t4
g23570,scaffold_161,A,g23570.t1
g23583,scaffold_161,A,g23583.t1
g23597,scaffold_161,A,g23597.t1
g23573,scaffold_161,A,g23573.t1
g23573,scaffold_161,A,g23573.t2
g23574,scaffold_161,A,g23574.t1
g23588,scaffold_161,A,g23588.t1
g23566,scaffold_161,A,g23566.t1
g23602,scaffold_161,A,g23602.t1
g23567,scaffold_161,A,g23567.t1
g23615,scaffold_161,A,g23615.t1
g23613,scaffold_161,A,g23613.t1
g23604,scaffold_161,A,g23604.t1
g23571,scaffold_161,A,g23571.t1
g23594,scaffold_161,A,g23594.t1
g23607,scaffold_161,A,g23607.t1
g23605,scaffold_161,A,g23605.t1
g23582,scaffold_161,A,g23582.t1
g23610,scaffold_161,A,g23610.t1
g23563,scaffold_161,A,g23563.t1
g23577,scaffold_161,A,g23577.t1
g23614,scaffold_161,A,g23614.t1
g23581,scaffold_161,A,g23581.t1
g23599,scaffold_161,A,g23599.t1
g23591,scaffold_161,A,g23591.t1
g23590,scaffold_161,A,g23590.t1
g23596,scaffold_161,A,g23596.t1
g23606,scaffold_161,A,g23606.t1
g23569,scaffold_161,A,g23569.t1
g23586,scaffold_161,A,g23586.t1
g23565,scaffold_161,A,g23565.t1
g23600,scaffold_161,A,g23600.t1
g23608,scaffold_161,A,g23608.t1
g23601,scaffold_161,A,g23601.t1
g23603,scaffold_161,A,g23603.t1
g23580,scaffold_161,A,g23580.t1
g23578,scaffold_161,A,g23578.t1
g23609,scaffold_161,A,g23609.t1
g23609,scaffold_161,A,g23609.t2
g23611,scaffold_161,A,g23611.t1
g23564,scaffold_161,A,g23564.t1
g23593,scaffold_161,A,g23593.t1
g23568,scaffold_161,A,g23568.t1
g4874,scaffold_1610,A,g4874.t1
g17883,scaffold_1612,A,g17883.t1
g19056,scaffold_1615,B3,g19056.t1
g1,scaffold_1617,A,g1.t1
g13059,scaffold_1619,A,g13059.t1
g3985,scaffold_162,A,g3985.t1
g3975,scaffold_162,A,g3975.t1
g3976,scaffold_162,A,g3976.t1
g3972,scaffold_162,A,g3972.t1
g3998,scaffold_162,A,g3998.t1
g4008,scaffold_162,A,g4008.t1
g3988,scaffold_162,A,g3988.t1
g4007,scaffold_162,A,g4007.t1
g3993,scaffold_162,A,g3993.t1
g3984,scaffold_162,A,g3984.t1
g3996,scaffold_162,A,g3996.t1
g4001,scaffold_162,A,g4001.t1
g3987,scaffold_162,A,g3987.t1
g3992,scaffold_162,A,g3992.t1
g3999,scaffold_162,A,g3999.t1
g3994,scaffold_162,A,g3994.t1
g4002,scaffold_162,A,g4002.t1
g3986,scaffold_162,A,g3986.t1
g3997,scaffold_162,A,g3997.t1
g3991,scaffold_162,A,g3991.t1
g4004,scaffold_162,A,g4004.t1
g3974,scaffold_162,A,g3974.t1
g3973,scaffold_162,A,g3973.t1
g4005,scaffold_162,A,g4005.t1
g4000,scaffold_162,A,g4000.t1
g4000,scaffold_162,A,g4000.t2
g3978,scaffold_162,A,g3978.t1
g3979,scaffold_162,A,g3979.t1
g3979,scaffold_162,A,g3979.t2
g3980,scaffold_162,A,g3980.t1
g3980,scaffold_162,A,g3980.t2
g3977,scaffold_162,A,g3977.t1
g3983,scaffold_162,A,g3983.t1
g3982,scaffold_162,A,g3982.t1
g4003,scaffold_162,A,g4003.t1
g4006,scaffold_162,A,g4006.t1
g3995,scaffold_162,A,g3995.t1
g3981,scaffold_162,A,g3981.t1
g3990,scaffold_162,A,g3990.t1
g3989,scaffold_162,A,g3989.t1
g3758,scaffold_1620,A,g3758.t1
g3757,scaffold_1620,A,g3757.t1
g3759,scaffold_1620,A,g3759.t1
g1553,scaffold_1622,A,g1553.t1
g20491,scaffold_1625,A,g20491.t1
g20490,scaffold_1625,A,g20490.t1
g20377,scaffold_1627,A,g20377.t1
g18899,scaffold_1628,B3,g18899.t1
g18973,scaffold_163,A,g18973.t1
g18956,scaffold_163,A,g18956.t1
g18960,scaffold_163,A,g18960.t1
g18966,scaffold_163,A,g18966.t1
g18955,scaffold_163,A,g18955.t1
g18965,scaffold_163,A,g18965.t1
g18969,scaffold_163,A,g18969.t1
g18969,scaffold_163,A,g18969.t2
g18976,scaffold_163,A,g18976.t1
g18957,scaffold_163,A,g18957.t1
g18959,scaffold_163,A,g18959.t1
g18962,scaffold_163,A,g18962.t1
g18964,scaffold_163,A,g18964.t1
g18958,scaffold_163,A,g18958.t1
g18963,scaffold_163,A,g18963.t1
g18961,scaffold_163,A,g18961.t1
g18954,scaffold_163,A,g18954.t1
g18975,scaffold_163,A,g18975.t1
g18979,scaffold_163,A,g18979.t1
g18967,scaffold_163,A,g18967.t1
g18971,scaffold_163,A,g18971.t1
g18977,scaffold_163,A,g18977.t1
g18980,scaffold_163,A,g18980.t1
g18981,scaffold_163,A,g18981.t1
g18968,scaffold_163,A,g18968.t1
g18982,scaffold_163,A,g18982.t1
g18974,scaffold_163,A,g18974.t1
g18972,scaffold_163,A,g18972.t1
g18978,scaffold_163,A,g18978.t1
g18970,scaffold_163,A,g18970.t1
g18953,scaffold_163,A,g18953.t1
g20010,scaffold_1630,A,g20010.t1
g4377,scaffold_1631,A,g4377.t1
g4376,scaffold_1631,A,g4376.t1
g18895,scaffold_1637,B2,g18895.t1
g20192,scaffold_1639,B3,g20192.t1
g20192,scaffold_1639,B3,g20192.t2
g20192,scaffold_1639,B3,g20192.t3
g20387,scaffold_164,A,g20387.t1
g20382,scaffold_164,A,g20382.t1
g20385,scaffold_164,A,g20385.t1
g20418,scaffold_164,A,g20418.t1
g20419,scaffold_164,A,g20419.t1
g20407,scaffold_164,A,g20407.t1
g20428,scaffold_164,A,g20428.t1
g20384,scaffold_164,A,g20384.t1
g20393,scaffold_164,A,g20393.t1
g20386,scaffold_164,A,g20386.t1
g20383,scaffold_164,A,g20383.t1
g20396,scaffold_164,A,g20396.t1
g20409,scaffold_164,A,g20409.t1
g20404,scaffold_164,A,g20404.t1
g20404,scaffold_164,A,g20404.t2
g20394,scaffold_164,A,g20394.t1
g20417,scaffold_164,A,g20417.t1
g20395,scaffold_164,A,g20395.t1
g20406,scaffold_164,A,g20406.t1
g20391,scaffold_164,A,g20391.t1
g20426,scaffold_164,A,g20426.t1
g20416,scaffold_164,A,g20416.t1
g20388,scaffold_164,A,g20388.t1
g20398,scaffold_164,A,g20398.t1
g20429,scaffold_164,A,g20429.t1
g20397,scaffold_164,A,g20397.t1
g20392,scaffold_164,A,g20392.t1
g20412,scaffold_164,A,g20412.t1
g20427,scaffold_164,A,g20427.t1
g20403,scaffold_164,A,g20403.t1
g20415,scaffold_164,A,g20415.t1
g20425,scaffold_164,A,g20425.t1
g20424,scaffold_164,A,g20424.t1
g20405,scaffold_164,A,g20405.t1
g20423,scaffold_164,A,g20423.t1
g20421,scaffold_164,A,g20421.t1
g20399,scaffold_164,A,g20399.t1
g20431,scaffold_164,A,g20431.t1
g20390,scaffold_164,A,g20390.t1
g20400,scaffold_164,A,g20400.t1
g20422,scaffold_164,A,g20422.t1
g20402,scaffold_164,A,g20402.t1
g20411,scaffold_164,A,g20411.t1
g20389,scaffold_164,A,g20389.t1
g20414,scaffold_164,A,g20414.t1
g20413,scaffold_164,A,g20413.t1
g20401,scaffold_164,A,g20401.t1
g20410,scaffold_164,A,g20410.t1
g20420,scaffold_164,A,g20420.t1
g20430,scaffold_164,A,g20430.t1
g20430,scaffold_164,A,g20430.t2
g20408,scaffold_164,A,g20408.t1
g4605,scaffold_1640,A,g4605.t1
g4606,scaffold_1640,A,g4606.t1
g4604,scaffold_1640,A,g4604.t1
g13772,scaffold_1641,A,g13772.t1
g6321,scaffold_1643,A,g6321.t1
g6322,scaffold_1643,A,g6322.t1
g6323,scaffold_1643,A,g6323.t1
g11102,scaffold_165,A,g11102.t1
g11091,scaffold_165,A,g11091.t1
