gene	gene_len	seq
g5769	545	scaffold_319
g5770	197	scaffold_319
g5771	218	scaffold_319
g5772	669	scaffold_319
g5773	1154	scaffold_319
g5774	2579	scaffold_941
g5775	1269	scaffold_255
g5776	1398	scaffold_255
g5777	1491	scaffold_255
g5778	1587	scaffold_255
g5779	691	scaffold_255
g5780	384	scaffold_255
g5781	1386	scaffold_255
g5782	1500	scaffold_255
g5783	1464	scaffold_255
g5784	1584	scaffold_255
g5785	851	scaffold_255
g5786	1333	scaffold_255
g5787	1424	scaffold_255
g5788	3554	scaffold_255
g5789	2555	scaffold_255
g5790	930	scaffold_255
g5791	917	scaffold_255
g5792	811	scaffold_255
g5793	1175	scaffold_255
g5794	1646	scaffold_255
g5795	1475	scaffold_255
g5796	1060	scaffold_255
g5797	957	scaffold_255
g5798	1033	scaffold_255
g5799	984	scaffold_255
g5800	1300	scaffold_255
g5801	796	scaffold_255
g5802	395	scaffold_255
g5803	961	scaffold_255
g5804	571	scaffold_255
g5805	3699	scaffold_255
g5806	691	scaffold_255
g5807	3100	scaffold_255
g5808	239	scaffold_255
g5809	220	scaffold_255
g5810	223	scaffold_255
g5811	2572	scaffold_255
g5812	296	scaffold_255
g5813	924	scaffold_255
g5814	848	scaffold_255
g5815	1533	scaffold_255
g5816	572	scaffold_255
g5817	1016	scaffold_255
g5818	1037	scaffold_255
g5819	2119	scaffold_255
g5820	1122	scaffold_255
g5821	1390	scaffold_255
g5822	374	scaffold_255
g5823	257	scaffold_255
g5824	952	scaffold_1469
g5825	797	scaffold_1469
g5826	1073	scaffold_125
g5827	2015	scaffold_125
g5828	1763	scaffold_125
g5829	745	scaffold_125
g5830	386	scaffold_125
g5831	2087	scaffold_125
g5832	2111	scaffold_125
g5833	2225	scaffold_125
g5834	2213	scaffold_125
g5835	1609	scaffold_125
g5836	2240	scaffold_125
g5837	2252	scaffold_125
g5838	2003	scaffold_125
g5839	1520	scaffold_125
g5840	1915	scaffold_125
g5841	2156	scaffold_125
g5842	2162	scaffold_125
g5843	2150	scaffold_125
g5844	2090	scaffold_125
g5845	1880	scaffold_125
g5846	1672	scaffold_125
g5847	1883	scaffold_125
g5848	1916	scaffold_125
g5849	1865	scaffold_125
g5850	1859	scaffold_125
g5851	1871	scaffold_125
g5852	1853	scaffold_125
g5853	1856	scaffold_125
g5854	1895	scaffold_125
g5855	1886	scaffold_125
g5856	1949	scaffold_125
g5857	1922	scaffold_125
g5858	1931	scaffold_125
g5859	212	scaffold_125
g5860	266	scaffold_125
g5861	298	scaffold_125
g5862	2329	scaffold_125
g5863	2097	scaffold_125
g5864	3410	scaffold_125
g5865	1970	scaffold_125
g5866	445	scaffold_125
g5867	2333	scaffold_125
g5868	2147	scaffold_125
g5869	771	scaffold_125
g5870	506	scaffold_125
g5871	497	scaffold_125
g5872	505	scaffold_125
g5873	2096	scaffold_125
g5874	1453	scaffold_125
g5875	824	scaffold_125
g5876	428	scaffold_125
g5877	430	scaffold_125
g5878	990	scaffold_125
g5879	424	scaffold_125
g5880	2046	scaffold_125
g5881	679	scaffold_125
g5882	2192	scaffold_125
g5883	446	scaffold_125
g5884	359	scaffold_125
g5885	423	scaffold_125
g5886	299	scaffold_125
g5887	2162	scaffold_125
g5888	263	scaffold_125
g5889	2213	scaffold_125
g5890	436	scaffold_125
g5891	322	scaffold_125
g5892	976	scaffold_125
g5893	790	scaffold_125
g5894	2863	scaffold_125
g5895	1061	scaffold_125
g5896	313	scaffold_125
g5897	2824	scaffold_125
g5898	2821	scaffold_125
g5899	2757	scaffold_125
g5900	497	scaffold_139
g5901	290	scaffold_139
g5902	752	scaffold_139
g5903	395	scaffold_139
g5904	236	scaffold_139
g5905	379	scaffold_139
g5906	268	scaffold_139
g5907	355	scaffold_139
g5908	1780	scaffold_139
g5909	487	scaffold_139
g5910	307	scaffold_139
g5911	753	scaffold_139
g5912	230	scaffold_139
g5913	18421	scaffold_139
g5914	3028	scaffold_139
g5915	803	scaffold_139
g5916	281	scaffold_139
g5917	241	scaffold_139
g5918	1686	scaffold_139
g5919	378	scaffold_139
g5920	6050	scaffold_139
g5921	296	scaffold_139
g5922	1203	scaffold_139
g5923	1702	scaffold_139
g5924	1280	scaffold_139
g5925	330	scaffold_139
g5926	3602	scaffold_139
g5927	970	scaffold_139
g5928	894	scaffold_139
g5929	811	scaffold_139
g5930	574	scaffold_139
g5931	6543	scaffold_139
g5932	1117	scaffold_139
g5933	1340	scaffold_139
g5934	968	scaffold_139
g5935	989	scaffold_139
g5936	968	scaffold_139
g5937	926	scaffold_139
g5938	201	scaffold_1337
g5939	230	scaffold_1337
g5940	319	scaffold_1337
g5941	235	scaffold_1337
g5942	873	scaffold_115
g5943	624	scaffold_115
g5944	389	scaffold_115
g5945	477	scaffold_115
g5946	6169	scaffold_115
g5947	607	scaffold_115
g5948	2627	scaffold_115
g5949	2891	scaffold_115
g5950	2415	scaffold_115
g5951	391	scaffold_115
g5952	251	scaffold_115
g5953	5576	scaffold_115
g5954	1746	scaffold_115
g5955	2371	scaffold_115
g5956	1468	scaffold_115
g5957	1538	scaffold_115
g5958	2639	scaffold_115
g5959	2606	scaffold_115
g5960	1064	scaffold_115
g5961	517	scaffold_115
g5962	1621	scaffold_115
g5963	409	scaffold_115
g5964	1817	scaffold_115
g5965	1702	scaffold_115
g5966	724	scaffold_115
g5967	1718	scaffold_115
g5968	484	scaffold_115
g5969	2525	scaffold_115
g5970	896	scaffold_115
g5971	815	scaffold_115
g5972	418	scaffold_115
g5973	264	scaffold_115
g5974	207	scaffold_115
g5975	2760	scaffold_115
g5976	224	scaffold_115
g5977	841	scaffold_115
g5978	238	scaffold_115
g5979	341	scaffold_115
g5980	382	scaffold_115
g5981	235	scaffold_115
g5982	292	scaffold_115
g5983	3390	scaffold_115
g5984	249	scaffold_115
g5985	1523	scaffold_1743
g5986	359	scaffold_1743
g5987	1143	scaffold_679
g5988	261	scaffold_679
g5989	1956	scaffold_679
g5990	3003	scaffold_1419
g5991	1643	scaffold_1017
g5992	2330	scaffold_216
g5993	643	scaffold_216
g5994	1189	scaffold_216
g5995	10327	scaffold_216
g5996	416	scaffold_216
g5997	346	scaffold_216
g5998	671	scaffold_216
g5999	253	scaffold_216
g6000	2044	scaffold_216
g6001	242	scaffold_216
g6002	670	scaffold_216
g6003	3559	scaffold_216
g6004	1749	scaffold_216
g6005	474	scaffold_216
g6006	1163	scaffold_216
g6007	1129	scaffold_216
g6008	1180	scaffold_216
g6009	1823	scaffold_216
g6010	2152	scaffold_216
g6011	365	scaffold_216
g6012	811	scaffold_216
g6013	226	scaffold_216
g6014	258	scaffold_216
g6015	2156	scaffold_216
g6016	663	scaffold_216
g6017	816	scaffold_216
g6018	315	scaffold_216
g6019	531	scaffold_216
g6020	553	scaffold_216
g6021	400	scaffold_216
g6022	275	scaffold_216
g6023	483	scaffold_216
g6024	4994	scaffold_216
g6025	1305	scaffold_216
g6026	388	scaffold_216
g6027	1491	scaffold_216
g6028	1431	scaffold_216
g6029	894	scaffold_1992
g6030	1237	scaffold_656
g6031	1706	scaffold_656
g6032	2196	scaffold_656
g6033	4129	scaffold_656
g6034	583	scaffold_656
g6035	884	scaffold_656
g6036	501	scaffold_656
g6037	594	scaffold_656
g6038	903	scaffold_5
g6039	1861	scaffold_5
g6040	407	scaffold_5
g6041	541	scaffold_5
g6042	859	scaffold_5
g6043	262	scaffold_5
g6044	2292	scaffold_5
g6045	2705	scaffold_5
g6046	1823	scaffold_5
g6047	2260	scaffold_5
g6048	2326	scaffold_5
g6049	1196	scaffold_5
g6050	249	scaffold_5
g6051	443	scaffold_5
g6052	2383	scaffold_5
g6053	2171	scaffold_5
g6054	3006	scaffold_5
g6055	2141	scaffold_5
g6056	1543	scaffold_5
g6057	2272	scaffold_5
g6058	3109	scaffold_5
g6059	3189	scaffold_5
g6060	3255	scaffold_5
g6061	3001	scaffold_5
g6062	3110	scaffold_5
g6063	1872	scaffold_5
g6064	2828	scaffold_5
g6065	2895	scaffold_5
g6066	3237	scaffold_5
g6067	3210	scaffold_5
g6068	512	scaffold_5
g6069	2489	scaffold_5
g6070	936	scaffold_5
g6071	2781	scaffold_5
g6072	1775	scaffold_5
g6073	833	scaffold_5
g6074	2744	scaffold_5
g6075	332	scaffold_5
g6076	1097	scaffold_5
g6077	1499	scaffold_5
g6078	7032	scaffold_5
g6079	230	scaffold_5
g6080	416	scaffold_5
g6081	813	scaffold_5
g6082	1172	scaffold_5
g6083	636	scaffold_5
g6084	845	scaffold_5
g6085	1166	scaffold_5
g6086	5848	scaffold_5
g6087	724	scaffold_5
g6088	3167	scaffold_5
g6089	664	scaffold_5
g6090	2321	scaffold_5
g6091	480	scaffold_5
g6092	946	scaffold_5
g6093	4169	scaffold_5
g6094	897	scaffold_5
g6095	1193	scaffold_5
g6096	408	scaffold_5
g6097	2104	scaffold_5
g6098	1434	scaffold_5
g6099	1745	scaffold_5
g6100	423	scaffold_5
g6101	808	scaffold_5
g6102	363	scaffold_5
g6103	442	scaffold_5
g6104	2892	scaffold_5
g6105	1569	scaffold_5
g6106	1914	scaffold_5
g6107	1579	scaffold_5
g6108	268	scaffold_5
g6109	797	scaffold_5
g6110	1031	scaffold_5
g6111	6083	scaffold_5
g6112	1327	scaffold_5
g6113	312	scaffold_5
g6114	946	scaffold_5
g6115	1852	scaffold_5
g6116	286	scaffold_5
g6117	2280	scaffold_5
g6118	1304	scaffold_5
g6119	2101	scaffold_5
g6120	4040	scaffold_5
g6121	2110	scaffold_5
g6122	496	scaffold_5
g6123	2610	scaffold_5
g6124	2111	scaffold_5
g6125	559	scaffold_5
g6126	949	scaffold_5
g6127	1063	scaffold_5
g6128	2867	scaffold_5
g6129	263	scaffold_5
g6130	249	scaffold_5
g6131	1133	scaffold_5
g6132	512	scaffold_5
g6133	204	scaffold_5
g6134	217	scaffold_5
g6135	608	scaffold_5
g6136	604	scaffold_5
g6137	630	scaffold_5
g6138	697	scaffold_5
g6139	4171	scaffold_5
g6140	700	scaffold_5
g6141	657	scaffold_5
g6142	576	scaffold_5
g6143	619	scaffold_5
g6144	7912	scaffold_5
g6145	1117	scaffold_5
g6146	4944	scaffold_5
g6147	1078	scaffold_5
g6148	1307	scaffold_5
g6149	2233	scaffold_5
g6150	319	scaffold_5
g6151	5951	scaffold_5
g6152	316	scaffold_5
g6153	301	scaffold_5
g6154	286	scaffold_5
g6155	594	scaffold_5
g6156	1655	scaffold_5
g6157	346	scaffold_5
g6158	3002	scaffold_5
g6159	2516	scaffold_5
g6160	295	scaffold_5
g6161	2508	scaffold_5
g6162	989	scaffold_5
g6163	2658	scaffold_5
g6164	1865	scaffold_5
g6165	3196	scaffold_5
g6166	1631	scaffold_5
g6167	2683	scaffold_5
g6168	15194	scaffold_5
g6169	1777	scaffold_5
g6170	1669	scaffold_5
g6171	939	scaffold_5
g6172	445	scaffold_5
g6173	584	scaffold_5
g6174	654	scaffold_5
g6175	684	scaffold_5
g6176	362	scaffold_5
g6177	635	scaffold_5
g6178	1219	scaffold_5
g6179	2816	scaffold_5
g6180	759	scaffold_5
g6181	838	scaffold_5
g6182	456	scaffold_5
g6183	947	scaffold_5
g6184	3007	scaffold_5
g6185	2968	scaffold_5
g6186	3517	scaffold_5
g6187	3575	scaffold_5
g6188	1336	scaffold_5
g6189	233	scaffold_392
g6190	883	scaffold_392
g6191	917	scaffold_392
g6192	1208	scaffold_392
g6193	637	scaffold_392
g6194	1099	scaffold_392
g6195	483	scaffold_392
g6196	442	scaffold_392
g6197	991	scaffold_392
g6198	268	scaffold_392
g6199	1504	scaffold_392
g6200	620	scaffold_392
g6201	560	scaffold_440
g6202	1610	scaffold_440
g6203	2354	scaffold_440
g6204	2525	scaffold_440
g6205	1723	scaffold_440
g6206	1856	scaffold_440
g6207	2390	scaffold_440
g6208	1058	scaffold_440
g6209	2252	scaffold_440
g6210	771	scaffold_440
g6211	1384	scaffold_440
g6212	2026	scaffold_440
g6213	2207	scaffold_440
g6214	1808	scaffold_440
g6215	1835	scaffold_440
g6216	299	scaffold_440
g6217	2126	scaffold_440
g6218	1155	scaffold_1877
g6219	1497	scaffold_690
g6220	924	scaffold_690
g6221	1907	scaffold_690
g6222	896	scaffold_690
g6223	706	scaffold_690
g6224	1228	scaffold_690
g6225	2609	scaffold_690
g6226	385	scaffold_2125
g6227	321	scaffold_582
g6228	369	scaffold_582
g6229	475	scaffold_582
g6230	688	scaffold_582
g6231	2146	scaffold_582
g6232	694	scaffold_582
g6233	1272	scaffold_582
g6234	2743	scaffold_582
g6235	2635	scaffold_582
g6236	5317	scaffold_582
g6237	2773	scaffold_582
g6238	8186	scaffold_582
g6239	2617	scaffold_582
g6240	2668	scaffold_582
g6241	507	scaffold_582
g6242	1336	scaffold_582
g6243	914	scaffold_582
g6244	219	scaffold_1387
g6245	1290	scaffold_278
g6246	1857	scaffold_278
g6247	5435	scaffold_278
g6248	2333	scaffold_278
g6249	984	scaffold_278
g6250	970	scaffold_278
g6251	4483	scaffold_278
g6252	969	scaffold_278
g6253	671	scaffold_278
g6254	1354	scaffold_278
g6255	1731	scaffold_278
g6256	1041	scaffold_278
g6257	7932	scaffold_278
g6258	2428	scaffold_278
g6259	4213	scaffold_278
g6260	2090	scaffold_278
g6261	2092	scaffold_278
g6262	1904	scaffold_278
g6263	2421	scaffold_278
g6264	3537	scaffold_278
g6265	1029	scaffold_278
g6266	2717	scaffold_278
g6267	1187	scaffold_278
g6268	2045	scaffold_278
g6269	779	scaffold_278
g6270	827	scaffold_278
g6271	830	scaffold_278
g6272	594	scaffold_278
g6273	429	scaffold_278
g6274	311	scaffold_278
g6275	726	scaffold_278
g6276	413	scaffold_334
g6277	1603	scaffold_334
g6278	15154	scaffold_334
g6279	391	scaffold_334
g6280	317	scaffold_334
g6281	480	scaffold_334
g6282	1849	scaffold_334
g6283	1699	scaffold_334
g6284	3713	scaffold_334
g6285	833	scaffold_334
g6286	654	scaffold_1026
g6287	1408	scaffold_2381
g6288	2537	scaffold_809
g6289	737	scaffold_809
g6290	421	scaffold_809
g6291	1281	scaffold_809
g6292	612	scaffold_809
g6293	2792	scaffold_809
g6294	521	scaffold_809
g6295	429	scaffold_809
g6296	510	scaffold_472
g6297	916	scaffold_472
g6298	514	scaffold_472
g6299	256	scaffold_472
g6300	835	scaffold_472
g6301	1083	scaffold_472
g6302	1011	scaffold_472
g6303	1748	scaffold_472
g6304	357	scaffold_472
g6305	835	scaffold_472
g6306	1065	scaffold_472
g6307	1014	scaffold_472
g6308	1029	scaffold_472
g6309	508	scaffold_472
g6310	1086	scaffold_472
g6311	1020	scaffold_472
g6312	1581	scaffold_472
g6313	1028	scaffold_1213
g6314	366	scaffold_626
g6315	455	scaffold_626
g6316	286	scaffold_626
g6317	1189	scaffold_626
g6318	1126	scaffold_1079
g6319	1037	scaffold_1079
g6320	683	scaffold_1079
g6321	515	scaffold_1643
g6322	285	scaffold_1643
g6323	1806	scaffold_1643
g6324	2011	scaffold_373
g6325	311	scaffold_373
g6326	364	scaffold_373
g6327	11593	scaffold_373
g6328	206	scaffold_373
g6329	313	scaffold_235
g6330	221	scaffold_235
g6331	449	scaffold_235
g6332	2526	scaffold_235
g6333	503	scaffold_235
g6334	2108	scaffold_235
g6335	3927	scaffold_235
g6336	3672	scaffold_235
g6337	1549	scaffold_235
g6338	837	scaffold_235
g6339	492	scaffold_235
g6340	1199	scaffold_235
g6341	590	scaffold_235
g6342	2621	scaffold_235
g6343	2296	scaffold_235
g6344	212	scaffold_235
g6345	574	scaffold_235
g6346	1104	scaffold_235
g6347	3172	scaffold_235
g6348	1342	scaffold_235
g6349	1478	scaffold_235
g6350	1923	scaffold_235
g6351	1437	scaffold_235
g6352	854	scaffold_235
g6353	1835	scaffold_235
g6354	4522	scaffold_235
g6355	1742	scaffold_235
g6356	891	scaffold_235
g6357	1017	scaffold_235
g6358	4574	scaffold_235
g6359	1593	scaffold_235
g6360	634	scaffold_235
g6361	1450	scaffold_235
g6362	724	scaffold_235
g6363	2129	scaffold_235
g6364	250	scaffold_235
g6365	2983	scaffold_235
g6366	927	scaffold_235
g6367	2008	scaffold_235
g6368	488	scaffold_235
g6369	196	scaffold_235
g6370	5917	scaffold_235
g6371	402	scaffold_235
g6372	1511	scaffold_235
g6373	255	scaffold_1457
g6374	263	scaffold_1457
g6375	1252	scaffold_1457
g6376	974	scaffold_720
g6377	717	scaffold_720
g6378	2414	scaffold_720
g6379	1238	scaffold_720
g6380	1292	scaffold_720
g6381	839	scaffold_720
g6382	518	scaffold_720
g6383	590	scaffold_720
g6384	2688	scaffold_720
g6385	1424	scaffold_720
g6386	471	scaffold_720
g6387	347	scaffold_1597
g6388	2915	scaffold_1364
g6389	133	scaffold_1559
g6390	3319	scaffold_63
g6391	560	scaffold_63
g6392	229	scaffold_63
g6393	561	scaffold_63
g6394	310	scaffold_63
g6395	344	scaffold_63
g6396	2350	scaffold_63
g6397	284	scaffold_63
g6398	343	scaffold_63
g6399	555	scaffold_63
g6400	482	scaffold_63
g6401	378	scaffold_63
g6402	698	scaffold_63
g6403	415	scaffold_63
g6404	2244	scaffold_63
g6405	1675	scaffold_63
g6406	201	scaffold_63
g6407	1760	scaffold_63
g6408	1649	scaffold_63
g6409	2350	scaffold_63
g6410	1050	scaffold_63
g6411	1031	scaffold_63
g6412	414	scaffold_63
g6413	214	scaffold_63
g6414	577	scaffold_63
g6415	1317	scaffold_63
g6416	245	scaffold_63
g6417	330	scaffold_63
g6418	266	scaffold_63
g6419	568	scaffold_63
g6420	1392	scaffold_63
g6421	4364	scaffold_63
g6422	1827	scaffold_63
g6423	1800	scaffold_63
g6424	248	scaffold_63
g6425	224	scaffold_63
g6426	517	scaffold_63
g6427	2070	scaffold_63
g6428	464	scaffold_63
g6429	281	scaffold_63
g6430	465	scaffold_63
g6431	235	scaffold_63
g6432	2836	scaffold_63
g6433	546	scaffold_184
g6434	373	scaffold_184
g6435	758	scaffold_184
g6436	539	scaffold_184
g6437	286	scaffold_184
g6438	420	scaffold_184
g6439	2532	scaffold_184
g6440	1263	scaffold_184
g6441	1671	scaffold_184
g6442	1764	scaffold_184
g6443	5920	scaffold_184
g6444	5360	scaffold_184
g6445	307	scaffold_184
g6446	1363	scaffold_184
g6447	1122	scaffold_184
g6448	290	scaffold_184
g6449	1529	scaffold_184
g6450	566	scaffold_184
g6451	548	scaffold_184
g6452	720	scaffold_184
g6453	611	scaffold_184
g6454	758	scaffold_184
g6455	810	scaffold_184
g6456	562	scaffold_184
g6457	305	scaffold_184
g6458	849	scaffold_184
g6459	353	scaffold_184
g6460	986	scaffold_184
g6461	2249	scaffold_102
g6462	370	scaffold_102
g6463	552	scaffold_102
g6464	566	scaffold_102
g6465	233	scaffold_102
g6466	703	scaffold_102
g6467	200	scaffold_102
g6468	962	scaffold_102
g6469	533	scaffold_102
g6470	472	scaffold_102
g6471	332	scaffold_102
g6472	338	scaffold_102
g6473	323	scaffold_102
g6474	377	scaffold_102
g6475	698	scaffold_102
g6476	329	scaffold_102
g6477	713	scaffold_102
g6478	462	scaffold_102
g6479	469	scaffold_102
g6480	217	scaffold_102
g6481	292	scaffold_102
g6482	410	scaffold_102
g6483	458	scaffold_102
g6484	1484	scaffold_102
g6485	287	scaffold_102
g6486	336	scaffold_102
g6487	743	scaffold_102
g6488	664	scaffold_102
g6489	972	scaffold_102
g6490	1389	scaffold_102
g6491	1481	scaffold_102
g6492	271	scaffold_102
g6493	592	scaffold_102
g6494	215	scaffold_102
g6495	269	scaffold_102
g6496	328	scaffold_102
g6497	1405	scaffold_102
g6498	1081	scaffold_102
g6499	532	scaffold_102
g6500	362	scaffold_102
g6501	1328	scaffold_102
g6502	1564	scaffold_102
g6503	1223	scaffold_102
g6504	1216	scaffold_102
g6505	346	scaffold_102
g6506	349	scaffold_102
g6507	1464	scaffold_102
g6508	304	scaffold_102
g6509	672	scaffold_102
g6510	668	scaffold_102
g6511	319	scaffold_102
g6512	299	scaffold_102
g6513	587	scaffold_102
g6514	1385	scaffold_102
g6515	458	scaffold_102
g6516	395	scaffold_102
g6517	1280	scaffold_102
g6518	272	scaffold_52
g6519	338	scaffold_52
g6520	1346	scaffold_52
g6521	923	scaffold_52
g6522	920	scaffold_52
g6523	908	scaffold_52
g6524	995	scaffold_52
g6525	2295	scaffold_52
g6526	1530	scaffold_52
g6527	1033	scaffold_52
g6528	780	scaffold_52
g6529	3416	scaffold_52
g6530	1565	scaffold_52
g6531	3479	scaffold_52
g6532	220	scaffold_52
g6533	974	scaffold_52
g6534	1068	scaffold_52
g6535	442	scaffold_52
g6536	791	scaffold_52
g6537	389	scaffold_52
g6538	2290	scaffold_52
g6539	779	scaffold_52
g6540	514	scaffold_52
g6541	4469	scaffold_52
g6542	1256	scaffold_52
g6543	3125	scaffold_52
g6544	2700	scaffold_52
g6545	2657	scaffold_52
g6546	374	scaffold_52
g6547	236	scaffold_52
g6548	433	scaffold_52
g6549	478	scaffold_52
g6550	1658	scaffold_52
g6551	473	scaffold_52
g6552	589	scaffold_52
g6553	853	scaffold_52
g6554	832	scaffold_52
g6555	1466	scaffold_52
g6556	1537	scaffold_52
g6557	1120	scaffold_52
g6558	2182	scaffold_52
g6559	4246	scaffold_52
g6560	845	scaffold_52
g6561	961	scaffold_52
g6562	1186	scaffold_52
g6563	1536	scaffold_52
g6564	2428	scaffold_52
g6565	1040	scaffold_52
g6566	1073	scaffold_52
g6567	2435	scaffold_52
g6568	646	scaffold_52
g6569	2400	scaffold_52
g6570	7712	scaffold_52
g6571	634	scaffold_52
g6572	3544	scaffold_52
g6573	1329	scaffold_52
g6574	224	scaffold_52
g6575	260	scaffold_52
g6576	455	scaffold_52
g6577	267	scaffold_52
g6578	879	scaffold_52
g6579	649	scaffold_52
g6580	870	scaffold_52
g6581	879	scaffold_52
g6582	862	scaffold_52
g6583	894	scaffold_52
g6584	894	scaffold_52
g6585	855	scaffold_52
g6586	401	scaffold_52
g6587	291	scaffold_52
g6588	239	scaffold_52
g6589	253	scaffold_52
g6590	1112	scaffold_52
g6591	2086	scaffold_52
g6592	2018	scaffold_52
g6593	1073	scaffold_52
g6594	262	scaffold_52
g6595	343	scaffold_52
g6596	930	scaffold_52
g6597	382	scaffold_52
g6598	231	scaffold_242
g6599	221	scaffold_242
g6600	233	scaffold_242
g6601	2864	scaffold_242
g6602	1812	scaffold_242
g6603	2245	scaffold_242
g6604	850	scaffold_242
g6605	346	scaffold_242
g6606	913	scaffold_242
g6607	351	scaffold_242
g6608	473	scaffold_242
g6609	1405	scaffold_242
g6610	2452	scaffold_242
g6611	389	scaffold_242
g6612	1845	scaffold_242
g6613	702	scaffold_242
g6614	1869	scaffold_242
g6615	1917	scaffold_242
g6616	198	scaffold_242
g6617	2169	scaffold_242
g6618	991	scaffold_700
g6619	1907	scaffold_700
g6620	4570	scaffold_700
g6621	1031	scaffold_700
g6622	4866	scaffold_700
g6623	810	scaffold_700
g6624	4955	scaffold_700
g6625	1750	scaffold_1562
g6626	448	scaffold_1562
g6627	383	scaffold_1562
g6628	201	scaffold_876
g6629	610	scaffold_876
g6630	485	scaffold_876
g6631	1658	scaffold_876
g6632	4763	scaffold_876
g6633	1878	scaffold_347
g6634	205	scaffold_347
g6635	645	scaffold_347
g6636	1095	scaffold_347
g6637	2070	scaffold_347
g6638	301	scaffold_347
g6639	1135	scaffold_347
g6640	1965	scaffold_347
g6641	1562	scaffold_347
g6642	530	scaffold_347
g6643	1508	scaffold_347
g6644	443	scaffold_347
g6645	1246	scaffold_347
g6646	3089	scaffold_347
g6647	392	scaffold_347
g6648	2342	scaffold_347
g6649	459	scaffold_347
g6650	1358	scaffold_347
g6651	1556	scaffold_347
g6652	1317	scaffold_347
g6653	1963	scaffold_347
g6654	953	scaffold_1085
g6655	490	scaffold_1085
g6656	249	scaffold_350
g6657	505	scaffold_350
g6658	1386	scaffold_350
g6659	2145	scaffold_350
g6660	646	scaffold_350
g6661	4250	scaffold_350
g6662	376	scaffold_350
g6663	587	scaffold_350
g6664	430	scaffold_350
g6665	321	scaffold_350
g6666	221	scaffold_350
g6667	209	scaffold_350
g6668	218	scaffold_350
g6669	2654	scaffold_350
